V1 V2
1097 HLA-DRA FCER2
1098 HLA-DRB1 FCER2
1099 JAK3 FCER2
1100 JAK3 HLA-DRA
1101 JAK3 HLA-DRB1
1102 CD247 CD28
1103 CD247 CD3D
1104 CD247 CD3E
1105 CD247 CD3G
1106 CD247 CD80
1107 CD247 CD86
1108 CD247 CTLA4
1109 HLA-DRA CD247
1110 HLA-DRB1 CD247
1111 CD247 ICOS
1112 CD247 ICOSLG
1113 CD247 ITK
1114 LCK CD247
1115 PIK3R1 CD247
1116 CD28 CD3D
1117 CD28 CD3E
1118 CD28 CD3G
1119 CD28 CD80
1120 CD28 CD86
1121 CD28 CTLA4
1122 HLA-DRA CD28
1123 HLA-DRB1 CD28
1124 CD28 ICOS
1125 CD28 ICOSLG
1126 CD28 ITK
1127 LCK CD28
1128 PIK3R1 CD28
1129 CD3D CD3E
1130 CD3D CD3G
1131 CD3D CD80
1132 CD3D CD86
1133 CD3D CTLA4
1134 HLA-DRA CD3D
1135 HLA-DRB1 CD3D
1136 CD3D ICOS
1137 CD3D ICOSLG
1138 CD3D ITK
1139 LCK CD3D
1140 PIK3R1 CD3D
1141 CD3E CD3G
1142 CD3E CD80
1143 CD3E CD86
1144 CD3E CTLA4
1145 HLA-DRA CD3E
1146 HLA-DRB1 CD3E
1147 CD3E ICOS
1148 CD3E ICOSLG
1149 CD3E ITK
1150 LCK CD3E
1151 PIK3R1 CD3E
1152 CD3G CD80
1153 CD3G CD86
1154 CD3G CTLA4
1155 HLA-DRA CD3G
1156 HLA-DRB1 CD3G
1157 CD3G ICOS
1158 CD3G ICOSLG
1159 CD3G ITK
1160 LCK CD3G
1161 PIK3R1 CD3G
1162 CD80 CD86
1163 CD80 CTLA4
1164 HLA-DRA CD80
1165 HLA-DRB1 CD80
1166 CD80 ICOS
1167 CD80 ICOSLG
1168 CD80 ITK
1169 LCK CD80
1170 PIK3R1 CD80
1171 CD86 CTLA4
1172 HLA-DRA CD86
1173 HLA-DRB1 CD86
1174 CD86 ICOS
1175 CD86 ICOSLG
1176 CD86 ITK
1177 LCK CD86
1178 PIK3R1 CD86
1179 HLA-DRA CTLA4
1180 HLA-DRB1 CTLA4
1181 CTLA4 ICOS
1182 CTLA4 ICOSLG
1183 CTLA4 ITK
1184 LCK CTLA4
1185 PIK3R1 CTLA4
1186 HLA-DRA ICOS
1187 HLA-DRA ICOSLG
1188 HLA-DRA ITK
1189 LCK HLA-DRA
1190 PIK3R1 HLA-DRA
1191 HLA-DRB1 ICOS
1192 HLA-DRB1 ICOSLG
1193 HLA-DRB1 ITK
1194 LCK HLA-DRB1
1195 PIK3R1 HLA-DRB1
1196 ICOS ICOSLG
1197 ICOS ITK
1198 LCK ICOS
1199 PIK3R1 ICOS
1200 ICOSLG ITK
1201 LCK ICOSLG
1202 PIK3R1 ICOSLG
1203 LCK ITK
1204 PIK3R1 ITK
1205 CD247 CD4
1206 CD247 PTPRC
1207 CD247 ZAP70
1208 CD3D CD4
1209 CD3D PTPRC
1210 CD3D ZAP70
1211 CD3E CD4
1212 CD3E PTPRC
1213 CD3E ZAP70
1214 CD3G CD4
1215 CD3G PTPRC
1216 CD3G ZAP70
1217 HLA-DRA CD4
1218 HLA-DRB1 CD4
1219 LCK CD4
1220 CD4 PTPRC
1221 CD4 ZAP70
1222 HLA-DRA PTPRC
1223 HLA-DRA ZAP70
1224 HLA-DRB1 PTPRC
1225 HLA-DRB1 ZAP70
1226 LCK PTPRC
1227 LCK ZAP70
1228 PTPRC ZAP70
1229 CD247 CAMK2B
1230 CD3D CAMK2B
1231 CD3E CAMK2B
1232 CD3G CAMK2B
1233 CD4 CAMK2B
1234 HLA-DRA CAMK2B
1235 HLA-DRB1 CAMK2B
1236 LCK CAMK2B
1237 CAMK2B NR4A1
1238 PTPRC CAMK2B
1239 CAMK2B ZAP70
1240 CD247 NR4A1
1241 CD3D NR4A1
1242 CD3E NR4A1
1243 CD3G NR4A1
1244 CD4 NR4A1
1245 HLA-DRA NR4A1
1246 HLA-DRB1 NR4A1
1247 LCK NR4A1
1248 PTPRC NR4A1
1249 NR4A1 ZAP70
1250 FOS CAMK2B
1251 JUN CAMK2B
1252 CAMK2B NCF2
1253 NFKBIA CAMK2B
1254 PIK3R1 CAMK2B
1255 CAMK2B PTPN7
1256 FOS CD247
1257 JUN CD247
1258 CD247 NCF2
1259 NFKBIA CD247
1260 CD247 PTPN7
1261 FOS CD3D
1262 JUN CD3D
1263 CD3D NCF2
1264 NFKBIA CD3D
1265 CD3D PTPN7
1266 FOS CD3E
1267 JUN CD3E
1268 CD3E NCF2
1269 NFKBIA CD3E
1270 CD3E PTPN7
1271 FOS CD3G
1272 JUN CD3G
1273 CD3G NCF2
1274 NFKBIA CD3G
1275 CD3G PTPN7
1276 FOS CD4
1277 JUN CD4
1278 CD4 NCF2
1279 NFKBIA CD4
1280 PIK3R1 CD4
1281 CD4 PTPN7
1282 FOS HLA-DRA
1283 FOS HLA-DRB1
1284 FOS LCK
1285 FOS NCF2
1286 FOS PIK3R1
1287 FOS PTPN7
1288 FOS PTPRC
1289 FOS ZAP70
1290 JUN HLA-DRA
1291 HLA-DRA NCF2
1292 NFKBIA HLA-DRA
1293 HLA-DRA PTPN7
1294 JUN HLA-DRB1
1295 HLA-DRB1 NCF2
1296 NFKBIA HLA-DRB1
1297 HLA-DRB1 PTPN7
1298 JUN LCK
1299 JUN NCF2
1300 JUN PIK3R1
1301 JUN PTPN7
1302 JUN PTPRC
1303 JUN ZAP70
1304 LCK NCF2
1305 NFKBIA LCK
1306 LCK PTPN7
1307 NFKBIA NCF2
1308 PIK3R1 NCF2
1309 NCF2 PTPN7
1310 PTPRC NCF2
1311 NCF2 ZAP70
1312 NFKBIA PIK3R1
1313 NFKBIA PTPN7
1314 NFKBIA PTPRC
1315 NFKBIA ZAP70
1316 PIK3R1 PTPN7
1317 PIK3R1 PTPRC
1318 PIK3R1 ZAP70
1319 PTPRC PTPN7
1320 PTPN7 ZAP70
1321 BLNK BTK
1322 CAMK2B BLNK
1323 CD79A BLNK
1324 CD79B BLNK
1325 FOS BLNK
1326 JUN BLNK
1327 BLNK SYK
1328 CAMK2B BTK
1329 CD79A BTK
1330 CD79B BTK
1331 FOS BTK
1332 JUN BTK
1333 BTK SYK
1334 CD79A CAMK2B
1335 CD79B CAMK2B
1336 CAMK2B SYK
1337 FOS CD79A
1338 JUN CD79A
1339 CD79A SYK
1340 FOS CD79B
1341 JUN CD79B
1342 CD79B SYK
1343 FOS SYK
1344 JUN SYK
1345 BTK FCER1A
1346 BTK FCER1G
1347 BTK MS4A2
1348 PIK3R1 BTK
1349 PLA2G1B BTK
1350 FCER1A FCER1G
1351 FOS FCER1A
1352 JUN FCER1A
1353 FCER1A MS4A2
1354 PIK3R1 FCER1A
1355 PLA2G1B FCER1A
1356 SYK FCER1A
1357 FOS FCER1G
1358 JUN FCER1G
1359 FCER1G MS4A2
1360 PIK3R1 FCER1G
1361 PLA2G1B FCER1G
1362 SYK FCER1G
1363 FOS MS4A2
1364 PLA2G1B FOS
1365 JUN MS4A2
1366 PLA2G1B JUN
1367 PIK3R1 MS4A2
1368 PLA2G1B MS4A2
1369 SYK MS4A2
1370 PLA2G1B PIK3R1
1371 PIK3R1 SYK
1372 PLA2G1B SYK
1373 PIK3R1 EGF
1374 FOS PDGFRA
1375 JUN PDGFRA
1376 PIK3R1 PDGFRA
1377 FOS IGF1
1378 JUN IGF1
1379 PIK3R1 IGF1
1380 FOS NGFR
1381 JUN NGFR
1382 PIK3R1 NGFR
1383 AGT AGTR1
1384 CAMK2B AGT
1385 FOS AGT
1386 JUN AGT
1387 CAMK2B AGTR1
1388 FOS AGTR1
1389 JUN AGTR1
1390 AGT CAMK2A
1391 PIK3R1 AGT
1392 CAMK2B CAMK2A
1393 PIK3R1 CAMK2A
1394 PRKAR2B CAMK2A
1395 PRKAR2B CAMK2B
1396 PIK3R1 PRKAR2B
1397 PIK3R1 NTRK1
1398 BDNF NTF3
1399 NTRK1 BDNF
1400 PIK3R1 BDNF
1401 NTRK1 NTF3
1402 PIK3R1 NTF3
1403 ADCY1 ITGB3
1404 PDGFRA ADCY1
1405 PIK3R1 ADCY1
1406 ADCY1 SPHK1
1407 ADCY1 SPHKAP
1408 PDGFRA ITGB3
1409 PIK3R1 ITGB3
1410 ITGB3 SPHK1
1411 ITGB3 SPHKAP
1412 PDGFRA SPHK1
1413 PDGFRA SPHKAP
1414 PIK3R1 SPHK1
1415 PIK3R1 SPHKAP
1416 SPHK1 SPHKAP
1417 PIK3R1 FASLG
1418 IGF1 SOD2
1419 IGF1 SOD3
1420 PIK3R1 SOD2
1421 PIK3R1 SOD3
1422 SOD2 SOD3
1423 PIK3R1 INS
1424 INS SLC2A14
1425 PIK3R1 SLC2A14
1426 CISH GH1
1427 CISH GHR
1428 INS CISH
1429 PIK3R1 CISH
1430 SLC2A14 CISH
1431 GH1 GHR
1432 INS GH1
1433 PIK3R1 GH1
1434 SLC2A14 GH1
1435 INS GHR
1436 PIK3R1 GHR
1437 SLC2A14 GHR
1438 FOS CSF2RB
1439 IL2RA IL2RB
1440 JAK3 IL2RA
1441 LCK IL2RA
1442 SYK IL2RA
1443 JAK3 IL2RB
1444 LCK IL2RB
1445 SYK IL2RB
1446 JAK3 SYK
1447 LCK SYK
1448 CCNA1 CCNE1
1449 FAS CCNA1
1450 FASLG CCNA1
1451 FOS CCNA1
1452 CCNA1 IKZF3
1453 IL2RA CCNA1
1454 IL2RB CCNA1
1455 JAK3 CCNA1
1456 MYC CCNA1
1457 PIK3R1 CCNA1
1458 CCNA1 SOCS1
1459 SOCS3 CCNA1
1460 FAS CCNE1
1461 FASLG CCNE1
1462 FOS CCNE1
1463 CCNE1 IKZF3
1464 IL2RA CCNE1
1465 IL2RB CCNE1
1466 JAK3 CCNE1
1467 MYC CCNE1
1468 PIK3R1 CCNE1
1469 CCNE1 SOCS1
1470 SOCS3 CCNE1
1471 FOS FAS
1472 FAS IKZF3
1473 FAS IL2RA
1474 FAS IL2RB
1475 FAS JAK3
1476 MYC FAS
1477 PIK3R1 FAS
1478 FAS SOCS1
1479 SOCS3 FAS
1480 FOS FASLG
1481 FASLG IKZF3
1482 FASLG IL2RA
1483 FASLG IL2RB
1484 FASLG JAK3
1485 MYC FASLG
1486 FASLG SOCS1
1487 SOCS3 FASLG
1488 FOS IKZF3
1489 FOS IL2RA
1490 FOS IL2RB
1491 FOS JAK3
1492 FOS SOCS1
1493 SOCS3 FOS
1494 IL2RA IKZF3
1495 IL2RB IKZF3
1496 JAK3 IKZF3
1497 MYC IKZF3
1498 PIK3R1 IKZF3
1499 IKZF3 SOCS1
1500 SOCS3 IKZF3
1501 MYC IL2RA
1502 PIK3R1 IL2RA
1503 IL2RA SOCS1
1504 SOCS3 IL2RA
1505 MYC IL2RB
1506 PIK3R1 IL2RB
1507 IL2RB SOCS1
1508 SOCS3 IL2RB
1509 MYC JAK3
1510 JAK3 SOCS1
1511 SOCS3 JAK3
1512 MYC SOCS1
1513 SOCS3 MYC
1514 PIK3R1 SOCS1
1515 SOCS3 PIK3R1
1516 SOCS3 SOCS1
1517 ERBB3 ERBB4
1518 ESR1 ERBB3
1519 IL6 ERBB3
1520 JAK3 ERBB3
1521 PIK3R1 ERBB3
1522 ESR1 ERBB4
1523 IL6 ERBB4
1524 JAK3 ERBB4
1525 PIK3R1 ERBB4
1526 IL6 ESR1
1527 ESR1 JAK3
1528 PIK3R1 ESR1
1529 IL6 JAK3
1530 IL6 PIK3R1
1531 IL6 CEBPB
1532 JAK3 CEBPB
1533 MYC NGFR
1534 CDK5R1 EGR1
1535 NGFR CDK5R1
1536 NGFR EGR1
1537 EGF SPRY1
1538 ACTA1 MAL
1539 MYL2 CCR3
1540 PLCB1 CCR3
1541 PLCB1 MYL2
1542 F2 F2RL3
1543 F2 PLA2G4A
1544 PLCB1 F2
1545 PTGS1 F2
1546 F2 TBXAS1
1547 F2R F2RL3
1548 F2R PLA2G4A
1549 PLCB1 F2R
1550 PTGS1 F2R
1551 F2R TBXAS1
1552 F2RL3 PLA2G4A
1553 PLCB1 F2RL3
1554 PTGS1 F2RL3
1555 F2RL3 TBXAS1
1556 PLCB1 PLA2G4A
1557 PTGS1 PLA2G4A
1558 PLA2G4A TBXAS1
1559 CAMK2B CAMKK1
1560 CAMK2B FPR1
1561 CAMK2B GNA15
1562 MAP2K6 CAMK2B
1563 PLCB1 CAMK2B
1564 CAMKK1 FPR1
1565 CAMKK1 GNA15
1566 MAP2K6 CAMKK1
1567 NCF2 CAMKK1
1568 NFKBIA CAMKK1
1569 PLCB1 CAMKK1
1570 FPR1 GNA15
1571 MAP2K6 FPR1
1572 NCF2 FPR1
1573 NFKBIA FPR1
1574 PLCB1 FPR1
1575 MAP2K6 GNA15
1576 NCF2 GNA15
1577 NFKBIA GNA15
1578 PLCB1 GNA15
1579 MAP2K6 NCF2
1580 PLCB1 MAP2K6
1581 PLCB1 NCF2
1582 PLCB1 NFKBIA
1583 PLCB1 FOS
1584 PLCB1 JUN
1585 PLCB1 MYC
1586 PLCB1 TNF
1587 AGT ADAM12
1588 EDN1 ADAM12
1589 ADAM12 EDNRB
1590 EGF ADAM12
1591 FOS ADAM12
1592 JUN ADAM12
1593 MYC ADAM12
1594 NFKBIA ADAM12
1595 EDN1 AGT
1596 AGT EDNRB
1597 EGF AGT
1598 MYC AGT
1599 NFKBIA AGT
1600 EDN1 EDNRB
1601 EDN1 EGF
1602 FOS EDN1
1603 MYC EDN1
1604 NFKBIA EDN1
1605 EGF EDNRB
1606 FOS EDNRB
1607 JUN EDNRB
1608 MYC EDNRB
1609 NFKBIA EDNRB
1610 FOS EGF
1611 JUN EGF
1612 MYC EGF
1613 NFKBIA EGF
1614 CEBPA BIRC3
1615 BIRC3 EGF
1616 BIRC3 ETS2
1617 FOS BIRC3
1618 JUN BIRC3
1619 MAP2K6 BIRC3
1620 PLAT BIRC3
1621 BIRC3 PRKCG
1622 CEBPA EGF
1623 CEBPA ETS2
1624 CEBPA FAS
1625 CEBPA FASLG
1626 NFKBIA CEBPA
1627 PLAT CEBPA
1628 CEBPA PRKCG
1629 CEBPA TNF
1630 EGF ETS2
1631 FAS EGF
1632 FASLG EGF
1633 MAP2K6 EGF
1634 PLAT EGF
1635 EGF PRKCG
1636 TNF EGF
1637 FAS ETS2
1638 FASLG ETS2
1639 FOS ETS2
1640 JUN ETS2
1641 MAP2K6 ETS2
1642 NFKBIA ETS2
1643 PLAT ETS2
1644 ETS2 PRKCG
1645 TNF ETS2
1646 JUN FAS
1647 MAP2K6 FAS
1648 PLAT FAS
1649 FAS PRKCG
1650 JUN FASLG
1651 MAP2K6 FASLG
1652 PLAT FASLG
1653 FASLG PRKCG
1654 PLAT FOS
1655 FOS PRKCG
1656 PLAT JUN
1657 JUN PRKCG
1658 PLAT MAP2K6
1659 MAP2K6 PRKCG
1660 PLAT NFKBIA
1661 NFKBIA PRKCG
1662 PLAT PRKCG
1663 PLAT TNF
1664 TNF PRKCG
1665 NFKBIA GH1
1666 GH1 TFF1
1667 GH1 TFF2
1668 GH1 TFF3
1669 NFKBIA GHR
1670 GHR TFF1
1671 GHR TFF2
1672 GHR TFF3
1673 NFKBIA TFF1
1674 NFKBIA TFF2
1675 NFKBIA TFF3
1676 PIK3R1 TFF1
1677 PIK3R1 TFF2
1678 PIK3R1 TFF3
1679 TFF1 TFF2
1680 TFF1 TFF3
1681 TFF2 TFF3
1682 CDKN1A CCNE1
1683 NFKBIA CCNE1
1684 PIK3R1 CDKN1A
1685 MAP2K6 PIK3R1
1686 CD28 CD2
1687 CD2 FCGR3A
1688 CD2 FCGR3B
1689 CD2 IL18
1690 CD2 KLRC1
1691 CD2 KLRC2
1692 CD2 KLRC3
1693 CD2 KLRC4
1694 CD2 KLRD1
1695 PIK3R1 CD2
1696 SYK CD2
1697 CD28 FCGR3A
1698 CD28 FCGR3B
1699 CD28 IL18
1700 CD28 KLRC1
1701 CD28 KLRC2
1702 CD28 KLRC3
1703 CD28 KLRC4
1704 CD28 KLRD1
1705 CD28 SYK
1706 FCGR3A FCGR3B
1707 FCGR3A IL18
1708 FCGR3A KLRC1
1709 FCGR3A KLRC2
1710 FCGR3A KLRC3
1711 FCGR3A KLRC4
1712 FCGR3A KLRD1
1713 PIK3R1 FCGR3A
1714 SYK FCGR3A
1715 FCGR3B IL18
1716 FCGR3B KLRC1
1717 FCGR3B KLRC2
1718 FCGR3B KLRC3
1719 FCGR3B KLRC4
1720 FCGR3B KLRD1
1721 PIK3R1 FCGR3B
1722 SYK FCGR3B
1723 IL18 KLRC1
1724 IL18 KLRC2
1725 IL18 KLRC3
1726 IL18 KLRC4
1727 IL18 KLRD1
1728 PIK3R1 IL18
1729 SYK IL18
1730 KLRC1 KLRC2
1731 KLRC1 KLRC3
1732 KLRC1 KLRC4
1733 KLRC1 KLRD1
1734 PIK3R1 KLRC1
1735 SYK KLRC1
1736 KLRC2 KLRC3
1737 KLRC2 KLRC4
1738 KLRC2 KLRD1
1739 PIK3R1 KLRC2
1740 SYK KLRC2
1741 KLRC3 KLRC4
1742 KLRC3 KLRD1
1743 PIK3R1 KLRC3
1744 SYK KLRC3
1745 KLRC4 KLRD1
1746 PIK3R1 KLRC4
1747 SYK KLRC4
1748 PIK3R1 KLRD1
1749 SYK KLRD1
1750 BTK GRASP
1751 FASLG GH1
1752 FASLG GHR
1753 FASLG HSP90AA1
1754 HSP90AA1 GH1
1755 HSP90AA1 GHR
1756 PIK3R1 HSP90AA1
1757 FASLG RAPSN
1758 PIK3R1 RAPSN
1759 IGF1 EIF4EBP1
1760 PIK3R1 EIF4EBP1
1761 GH1 EIF4EBP1
1762 GHR EIF4EBP1
1763 PIK3R1 BIRC5
1764 PLCB1 PIK3R1
1765 CXCL12 CXCR4
1766 PIK3R1 CXCL12
1767 PIK3R1 CXCR4
1768 CCL2 CCL4
1769 CCR5 CCL2
1770 CXCL12 CCL2
1771 CXCR4 CCL2
1772 FOS CCL2
1773 JUN CCL2
1774 CCR5 CCL4
1775 CXCL12 CCL4
1776 CXCR4 CCL4
1777 FOS CCL4
1778 JUN CCL4
1779 CCR5 CXCL12
1780 CCR5 CXCR4
1781 CCR5 FOS
1782 FOS CXCL12
1783 JUN CXCL12
1784 FOS CXCR4
1785 JUN CXCR4
1786 CAMK2B BDKRB2
1787 BDKRB2 CAV1
1788 BDKRB2 CHRNA1
1789 BDKRB2 FLT1
1790 BDKRB2 GUCY1A3
1791 BDKRB2 GUCY2D
1792 HSP90AA1 BDKRB2
1793 KNG1 BDKRB2
1794 NOS3 BDKRB2
1795 BDKRB2 PDE3B
1796 PIK3R1 BDKRB2
1797 BDKRB2 PLN
1798 PRKAR2B BDKRB2
1799 BDKRB2 PRKG2
1800 BDKRB2 RYR2
1801 BDKRB2 SLC7A1
1802 BDKRB2 TNNI1
1803 VEGFA BDKRB2
1804 CAMK2B CAV1
1805 CAMK2B CHRNA1
1806 CAMK2B FLT1
1807 CAMK2B GUCY1A3
1808 CAMK2B GUCY2D
1809 HSP90AA1 CAMK2B
1810 KNG1 CAMK2B
1811 NOS3 CAMK2B
1812 CAMK2B PDE3B
1813 CAMK2B PLN
1814 CAMK2B PRKG2
1815 CAMK2B RYR2
1816 CAMK2B SLC7A1
1817 CAMK2B TNNI1
1818 VEGFA CAMK2B
1819 CAV1 CHRNA1
1820 CAV1 FLT1
1821 CAV1 GUCY1A3
1822 CAV1 GUCY2D
1823 HSP90AA1 CAV1
1824 KNG1 CAV1
1825 NOS3 CAV1
1826 CAV1 PDE3B
1827 PIK3R1 CAV1
1828 CAV1 PLN
1829 PRKAR2B CAV1
1830 CAV1 PRKG2
1831 CAV1 RYR2
1832 CAV1 SLC7A1
1833 CAV1 TNNI1
1834 VEGFA CAV1
1835 CHRNA1 FLT1
1836 CHRNA1 GUCY1A3
1837 CHRNA1 GUCY2D
1838 HSP90AA1 CHRNA1
1839 KNG1 CHRNA1
1840 NOS3 CHRNA1
1841 CHRNA1 PDE3B
1842 PIK3R1 CHRNA1
1843 CHRNA1 PLN
1844 PRKAR2B CHRNA1
1845 CHRNA1 PRKG2
1846 CHRNA1 RYR2
1847 CHRNA1 SLC7A1
1848 CHRNA1 TNNI1
1849 VEGFA CHRNA1
1850 FLT1 GUCY1A3
1851 FLT1 GUCY2D
1852 HSP90AA1 FLT1
1853 KNG1 FLT1
1854 NOS3 FLT1
1855 FLT1 PDE3B
1856 PIK3R1 FLT1
1857 FLT1 PLN
1858 PRKAR2B FLT1
1859 FLT1 PRKG2
1860 FLT1 RYR2
1861 FLT1 SLC7A1
1862 FLT1 TNNI1
1863 VEGFA FLT1
1864 GUCY1A3 GUCY2D
1865 HSP90AA1 GUCY1A3
1866 KNG1 GUCY1A3
1867 NOS3 GUCY1A3
1868 GUCY1A3 PDE3B
1869 PIK3R1 GUCY1A3
1870 GUCY1A3 PLN
1871 PRKAR2B GUCY1A3
1872 GUCY1A3 PRKG2
1873 GUCY1A3 RYR2
1874 GUCY1A3 SLC7A1
1875 GUCY1A3 TNNI1
1876 VEGFA GUCY1A3
1877 HSP90AA1 GUCY2D
1878 KNG1 GUCY2D
1879 NOS3 GUCY2D
1880 GUCY2D PDE3B
1881 PIK3R1 GUCY2D
1882 GUCY2D PLN
1883 PRKAR2B GUCY2D
1884 GUCY2D PRKG2
1885 GUCY2D RYR2
1886 GUCY2D SLC7A1
1887 GUCY2D TNNI1
1888 VEGFA GUCY2D
1889 KNG1 HSP90AA1
1890 HSP90AA1 PDE3B
1891 HSP90AA1 PLN
1892 HSP90AA1 PRKG2
1893 HSP90AA1 RYR2
1894 HSP90AA1 SLC7A1
1895 HSP90AA1 TNNI1
1896 KNG1 NOS3
1897 KNG1 PDE3B
1898 KNG1 PIK3R1
1899 KNG1 PLN
1900 KNG1 PRKAR2B
1901 KNG1 PRKG2
1902 KNG1 RYR2
1903 KNG1 SLC7A1
1904 KNG1 TNNI1
1905 KNG1 VEGFA
1906 NOS3 PDE3B
1907 PIK3R1 NOS3
1908 NOS3 PLN
1909 NOS3 PRKAR2B
1910 NOS3 PRKG2
1911 NOS3 RYR2
1912 NOS3 SLC7A1
1913 NOS3 TNNI1
1914 PIK3R1 PDE3B
1915 PDE3B PLN
1916 PRKAR2B PDE3B
1917 PDE3B PRKG2
1918 PDE3B RYR2
1919 PDE3B SLC7A1
1920 PDE3B TNNI1
1921 VEGFA PDE3B
1922 PIK3R1 PLN
1923 PIK3R1 PRKG2
1924 PIK3R1 RYR2
1925 PIK3R1 SLC7A1
1926 PIK3R1 TNNI1
1927 PIK3R1 VEGFA
1928 PRKAR2B PLN
1929 PLN PRKG2
1930 PLN RYR2
1931 PLN SLC7A1
1932 PLN TNNI1
1933 VEGFA PLN
1934 PRKAR2B PRKG2
1935 PRKAR2B RYR2
1936 PRKAR2B SLC7A1
1937 PRKAR2B TNNI1
1938 VEGFA PRKAR2B
1939 PRKG2 RYR2
1940 PRKG2 SLC7A1
1941 PRKG2 TNNI1
1942 VEGFA PRKG2
1943 RYR2 SLC7A1
1944 RYR2 TNNI1
1945 VEGFA RYR2
1946 SLC7A1 TNNI1
1947 VEGFA SLC7A1
1948 VEGFA TNNI1
1949 ACTA1 BDKRB2
1950 ACTA1 CAMK2B
1951 ACTA1 CAV1
1952 ACTA1 FLT1
1953 ACTA1 HSP90AA1
1954 KNG1 ACTA1
1955 ACTA1 NOS3
1956 PIK3R1 ACTA1
1957 ACTA1 VEGFA
1958 CDH1 ACTA1
1959 ACTA1 ACTN2
1960 ACTA1 ACTN3
1961 ACTA1 MLC1
1962 ACTN2 ACTN3
1963 CAV1 ACTN2
1964 ACTN2 MLC1
1965 CAV1 ACTN3
1966 ACTN3 MLC1
1967 CAV1 MLC1
1968 PIK3R1 ACTN2
1969 PIK3R1 ACTN3
1970 PIK3R1 MLC1
1971 ACTA1 EGF
1972 ACTA1 PRKAR2B
1973 EGF MLC1
1974 PRKAR2B EGF
1975 PRKAR2B MLC1
1976 FOS FXYD2
1977 FOS GSTA2
1978 HMOX1 FOS
1979 FOS MAFF
1980 FOS UGT1A6
1981 FXYD2 GSTA2
1982 HMOX1 FXYD2
1983 JUN FXYD2
1984 FXYD2 MAFF
1985 FXYD2 UGT1A6
1986 HMOX1 GSTA2
1987 JUN GSTA2
1988 GSTA2 MAFF
1989 GSTA2 UGT1A6
1990 JUN HMOX1
1991 HMOX1 MAFF
1992 HMOX1 UGT1A6
1993 JUN MAFF
1994 JUN UGT1A6
1995 MAFF UGT1A6
1996 CDKN1A CAMK2B
1997 CAMK2B DNM1
1998 NME1 CAMK2B
1999 NME1 DNM1
2000 ACTA1 ALOX15B
2001 ACTA1 ATP2A1
2002 ACTA1 CAMK4
2003 ACTA1 CAMKK1
2004 ACTA1 EDN1
2005 GATA4 ACTA1
2006 ACTA1 HAND2
2007 ACTA1 HBEGF
2008 ACTA1 HDAC9
2009 ACTA1 IGF1
2010 ACTA1 LIF
2011 MYL2 ACTA1
2012 NPPA ACTA1
2013 ALOX15B ATP2A1
2014 CAMK2B ALOX15B
2015 ALOX15B CAMK4
2016 CAMKK1 ALOX15B
2017 EDN1 ALOX15B
2018 GATA4 ALOX15B
2019 ALOX15B HAND2
2020 ALOX15B HBEGF
2021 ALOX15B HDAC9
2022 IGF1 ALOX15B
2023 ALOX15B LIF
2024 MYL2 ALOX15B
2025 NPPA ALOX15B
2026 PIK3R1 ALOX15B
2027 TNF ALOX15B
2028 CAMK2B ATP2A1
2029 ATP2A1 CAMK4
2030 CAMKK1 ATP2A1
2031 EDN1 ATP2A1
2032 GATA4 ATP2A1
2033 ATP2A1 HAND2
2034 ATP2A1 HBEGF
2035 ATP2A1 HDAC9
2036 IGF1 ATP2A1
2037 ATP2A1 LIF
2038 MYL2 ATP2A1
2039 NPPA ATP2A1
2040 PIK3R1 ATP2A1
2041 TNF ATP2A1
2042 CAMK2B CAMK4
2043 EDN1 CAMK2B
2044 GATA4 CAMK2B
2045 CAMK2B HAND2
2046 CAMK2B HBEGF
2047 CAMK2B HDAC9
2048 CAMK2B IGF1
2049 CAMK2B LIF
2050 MYL2 CAMK2B
2051 NPPA CAMK2B
2052 TNF CAMK2B
2053 CAMKK1 CAMK4
2054 EDN1 CAMK4
2055 GATA4 CAMK4
2056 CAMK4 HAND2
2057 CAMK4 HBEGF
2058 CAMK4 HDAC9
2059 IGF1 CAMK4
2060 CAMK4 LIF
2061 MYL2 CAMK4
2062 NPPA CAMK4
2063 PIK3R1 CAMK4
2064 TNF CAMK4
2065 EDN1 CAMKK1
2066 GATA4 CAMKK1
2067 CAMKK1 HAND2
2068 CAMKK1 HBEGF
2069 CAMKK1 HDAC9
2070 IGF1 CAMKK1
2071 CAMKK1 LIF
2072 MYL2 CAMKK1
2073 NPPA CAMKK1
2074 PIK3R1 CAMKK1
2075 TNF CAMKK1
2076 GATA4 EDN1
2077 EDN1 HAND2
2078 EDN1 HBEGF
2079 EDN1 HDAC9
2080 EDN1 IGF1
2081 EDN1 LIF
2082 MYL2 EDN1
2083 NPPA EDN1
2084 PIK3R1 EDN1
2085 TNF EDN1
2086 GATA4 HAND2
2087 GATA4 HBEGF
2088 GATA4 HDAC9
2089 GATA4 IGF1
2090 GATA4 LIF
2091 GATA4 PIK3R1
2092 GATA4 TNF
2093 HAND2 HBEGF
2094 HAND2 HDAC9
2095 IGF1 HAND2
2096 HAND2 LIF
2097 MYL2 HAND2
2098 NPPA HAND2
2099 PIK3R1 HAND2
2100 TNF HAND2
2101 HBEGF HDAC9
2102 IGF1 HBEGF
2103 HBEGF LIF
2104 MYL2 HBEGF
2105 NPPA HBEGF
2106 PIK3R1 HBEGF
2107 TNF HBEGF
2108 IGF1 HDAC9
