V1 V2
3039 PLAUR LAMB3
3040 SPP1 LAMB3
3041 TGFBI LAMB3
3042 TGM2 LAMB3
3043 THBS1 LAMB3
3044 THBS2 LAMB3
3045 TNC LAMB3
3046 VCAM1 LAMB3
3047 VEGFA LAMB3
3048 LAMB3 VTN
3049 MDK LAMC2
3050 LAMC2 NID1
3051 LAMC2 NPNT
3052 PLAU LAMC2
3053 PLAUR LAMC2
3054 SPP1 LAMC2
3055 TGFBI LAMC2
3056 TGM2 LAMC2
3057 THBS1 LAMC2
3058 THBS2 LAMC2
3059 TNC LAMC2
3060 VCAM1 LAMC2
3061 VEGFA LAMC2
3062 LAMC2 VTN
3063 MDK NID1
3064 MDK NPNT
3065 PLAU MDK
3066 PLAUR MDK
3067 TGFBI MDK
3068 MDK TGM2
3069 MDK VEGFA
3070 MDK VTN
3071 NID1 NPNT
3072 PLAU NID1
3073 PLAUR NID1
3074 SPP1 NID1
3075 TGFBI NID1
3076 TGM2 NID1
3077 THBS1 NID1
3078 THBS2 NID1
3079 TNC NID1
3080 VCAM1 NID1
3081 VEGFA NID1
3082 NID1 VTN
3083 PLAU NPNT
3084 PLAUR NPNT
3085 SPP1 NPNT
3086 TGFBI NPNT
3087 TGM2 NPNT
3088 THBS1 NPNT
3089 THBS2 NPNT
3090 TNC NPNT
3091 VCAM1 NPNT
3092 VEGFA NPNT
3093 NPNT VTN
3094 PLAU TGM2
3095 PLAU THBS2
3096 PLAUR TGM2
3097 PLAUR THBS2
3098 TGFBI TGM2
3099 TGFBI THBS2
3100 THBS1 TGM2
3101 THBS2 TGM2
3102 TGM2 VTN
3103 THBS2 TNC
3104 THBS2 VEGFA
3105 THBS2 VTN
3106 VCAM1 VTN
3107 LAMA1 ITGB4
3108 LAMA2 ITGB4
3109 LAMA3 ITGB4
3110 LAMB3 ITGB4
3111 LAMC2 ITGB4
3112 COL17A1 CDH1
3113 EGF CDH1
3114 CDH1 ERBB3
3115 ITGB4 CDH1
3116 LAMA1 CDH1
3117 LAMA2 CDH1
3118 LAMA3 CDH1
3119 LAMB3 CDH1
3120 LAMC2 CDH1
3121 CDH1 LAMC3
3122 PIK3R1 CDH1
3123 CDH1 RXRG
3124 CDH1 SFN
3125 EGF COL17A1
3126 COL17A1 ERBB3
3127 COL17A1 ITGB4
3128 LAMA1 COL17A1
3129 COL17A1 LAMA2
3130 LAMA3 COL17A1
3131 COL17A1 LAMB3
3132 COL17A1 LAMC2
3133 COL17A1 LAMC3
3134 COL17A1 RXRG
3135 COL17A1 SFN
3136 EGF ERBB3
3137 EGF ITGB4
3138 EGF LAMA1
3139 EGF LAMA2
3140 EGF LAMA3
3141 EGF LAMB3
3142 EGF LAMC2
3143 EGF LAMC3
3144 EGF PIK3R1
3145 EGF RXRG
3146 EGF SFN
3147 ITGB4 ERBB3
3148 LAMA1 ERBB3
3149 LAMA2 ERBB3
3150 LAMA3 ERBB3
3151 LAMB3 ERBB3
3152 LAMC2 ERBB3
3153 ERBB3 LAMC3
3154 PIK3R1 ERBB3
3155 ERBB3 RXRG
3156 ERBB3 SFN
3157 ITGB4 LAMC3
3158 PIK3R1 ITGB4
3159 ITGB4 RXRG
3160 ITGB4 SFN
3161 LAMA1 LAMC3
3162 PIK3R1 LAMA1
3163 LAMA1 RXRG
3164 LAMA1 SFN
3165 LAMA2 LAMC3
3166 PIK3R1 LAMA2
3167 LAMA2 RXRG
3168 LAMA2 SFN
3169 LAMA3 LAMC3
3170 PIK3R1 LAMA3
3171 LAMA3 RXRG
3172 LAMA3 SFN
3173 LAMB3 LAMC3
3174 PIK3R1 LAMB3
3175 LAMB3 RXRG
3176 LAMB3 SFN
3177 LAMC2 LAMC3
3178 PIK3R1 LAMC2
3179 LAMC2 RXRG
3180 LAMC2 SFN
3181 PIK3R1 LAMC3
3182 LAMC3 RXRG
3183 LAMC3 SFN
3184 PIK3R1 RXRG
3185 PIK3R1 SFN
3186 RXRG SFN
3187 ADRB2 AGTR1
3188 ADRB2 AVPR2
3189 CDH1 ADRB2
3190 ADRB2 EDNRB
3191 ADRB2 IL2RA
3192 ADRB2 INS
3193 ITGA10 ADRB2
3194 ITGA11 ADRB2
3195 ITGA2 ADRB2
3196 ITGA4 ADRB2
3197 ITGA8 ADRB2
3198 ADRB2 NME1
3199 ADRB2 SLC2A4
3200 ADRB2 TSHR
3201 AGTR1 AVPR2
3202 CDH1 AGTR1
3203 AGTR1 EDNRB
3204 AGTR1 IL2RA
3205 AGTR1 INS
3206 ITGA10 AGTR1
3207 ITGA11 AGTR1
3208 ITGA2 AGTR1
3209 ITGA4 AGTR1
3210 ITGA8 AGTR1
3211 AGTR1 NME1
3212 AGTR1 SLC2A4
3213 AGTR1 TSHR
3214 CDH1 AVPR2
3215 AVPR2 EDNRB
3216 AVPR2 IL2RA
3217 AVPR2 INS
3218 ITGA10 AVPR2
3219 ITGA11 AVPR2
3220 ITGA2 AVPR2
3221 ITGA4 AVPR2
3222 ITGA8 AVPR2
3223 AVPR2 NME1
3224 AVPR2 SLC2A4
3225 AVPR2 TSHR
3226 CDH1 EDNRB
3227 CDH1 IL2RA
3228 CDH1 INS
3229 ITGA10 CDH1
3230 ITGA11 CDH1
3231 ITGA2 CDH1
3232 ITGA4 CDH1
3233 ITGA8 CDH1
3234 CDH1 NME1
3235 CDH1 SLC2A4
3236 CDH1 TSHR
3237 EDNRB IL2RA
3238 EDNRB INS
3239 ITGA10 EDNRB
3240 ITGA11 EDNRB
3241 ITGA2 EDNRB
3242 ITGA4 EDNRB
3243 ITGA8 EDNRB
3244 EDNRB NME1
3245 EDNRB SLC2A4
3246 EDNRB TSHR
3247 IL2RA INS
3248 ITGA10 IL2RA
3249 ITGA11 IL2RA
3250 ITGA2 IL2RA
3251 ITGA4 IL2RA
3252 ITGA8 IL2RA
3253 IL2RA NME1
3254 IL2RA SLC2A4
3255 IL2RA TSHR
3256 ITGA10 INS
3257 ITGA11 INS
3258 ITGA2 INS
3259 ITGA4 INS
3260 ITGA8 INS
3261 INS NME1
3262 INS SLC2A4
3263 INS TSHR
3264 ITGA10 NME1
3265 ITGA10 SLC2A4
3266 ITGA10 TSHR
3267 ITGA11 NME1
3268 ITGA11 SLC2A4
3269 ITGA11 TSHR
3270 ITGA2 NME1
3271 ITGA2 SLC2A4
3272 ITGA2 TSHR
3273 ITGA4 NME1
3274 ITGA4 SLC2A4
3275 ITGA4 TSHR
3276 ITGA8 NME1
3277 ITGA8 SLC2A4
3278 ITGA8 TSHR
3279 NME1 SLC2A4
3280 NME1 TSHR
3281 SLC2A4 TSHR
3282 ITGA10 SEMA3C
3283 ITGA10 SEMA3E
3284 ITGA11 SEMA3C
3285 ITGA11 SEMA3E
3286 ITGA2 SEMA3C
3287 ITGA2 SEMA3E
3288 ITGA4 SEMA3C
3289 ITGA4 SEMA3E
3290 ITGA8 SEMA3C
3291 ITGA8 SEMA3E
3292 SEMA3C SEMA3E
3293 VEGFA SEMA3C
3294 VEGFA SEMA3E
3295 ITGA2B ITGA10
3296 ITGAD ITGA10
3297 ITGAL ITGA10
3298 ITGAM ITGA10
3299 ITGAX ITGA10
3300 ITGB2 ITGA10
3301 ITGB3 ITGA10
3302 ITGA10 ITGB4
3303 ITGA10 ITGB6
3304 ITGA10 ITGB7
3305 ITGA10 ITGB8
3306 ITGA2B ITGA11
3307 ITGAD ITGA11
3308 ITGAL ITGA11
3309 ITGAM ITGA11
3310 ITGAX ITGA11
3311 ITGB2 ITGA11
3312 ITGB3 ITGA11
3313 ITGA11 ITGB4
3314 ITGA11 ITGB6
3315 ITGA11 ITGB7
3316 ITGA11 ITGB8
3317 ITGA2 ITGA2B
3318 ITGAD ITGA2
3319 ITGAL ITGA2
3320 ITGAM ITGA2
3321 ITGAX ITGA2
3322 ITGB2 ITGA2
3323 ITGB3 ITGA2
3324 ITGA2 ITGB4
3325 ITGA2 ITGB6
3326 ITGA2 ITGB7
3327 ITGA2 ITGB8
3328 ITGA4 ITGA2B
3329 ITGA2B ITGA8
3330 ITGAD ITGA2B
3331 ITGAL ITGA2B
3332 ITGAM ITGA2B
3333 ITGAX ITGA2B
3334 ITGB2 ITGA2B
3335 ITGA2B ITGB4
3336 ITGA2B ITGB6
3337 ITGA2B ITGB7
3338 ITGA2B ITGB8
3339 ITGAD ITGA4
3340 ITGAL ITGA4
3341 ITGAM ITGA4
3342 ITGAX ITGA4
3343 ITGB2 ITGA4
3344 ITGB3 ITGA4
3345 ITGA4 ITGB4
3346 ITGA4 ITGB6
3347 ITGA4 ITGB7
3348 ITGA4 ITGB8
3349 ITGAD ITGA8
3350 ITGAL ITGA8
3351 ITGAM ITGA8
3352 ITGAX ITGA8
3353 ITGB2 ITGA8
3354 ITGB3 ITGA8
3355 ITGA8 ITGB4
3356 ITGA8 ITGB6
3357 ITGA8 ITGB7
3358 ITGA8 ITGB8
3359 ITGAD ITGB3
3360 ITGAD ITGB4
3361 ITGAD ITGB6
3362 ITGAD ITGB7
3363 ITGAD ITGB8
3364 ITGAL ITGB3
3365 ITGAL ITGB4
3366 ITGAL ITGB6
3367 ITGAL ITGB7
3368 ITGAL ITGB8
3369 ITGAM ITGB4
3370 ITGAM ITGB6
3371 ITGAM ITGB7
3372 ITGAM ITGB8
3373 ITGAX ITGB3
3374 ITGAX ITGB4
3375 ITGAX ITGB6
3376 ITGAX ITGB7
3377 ITGAX ITGB8
3378 ITGB2 ITGB4
3379 ITGB2 ITGB6
3380 ITGB2 ITGB7
3381 ITGB2 ITGB8
3382 ITGB3 ITGB4
3383 ITGB3 ITGB6
3384 ITGB3 ITGB7
3385 ITGB3 ITGB8
3386 ITGB4 ITGB6
3387 ITGB4 ITGB7
3388 ITGB4 ITGB8
3389 ITGB6 ITGB7
3390 ITGB6 ITGB8
3391 ITGB7 ITGB8
3392 CYR61 ITGA4
3393 CYR61 ITGB6
3394 CYR61 ITGB7
3395 CYR61 ITGB8
3396 CYR61 MADCAM1
3397 ITGA4 EDIL3
3398 EDIL3 ITGB6
3399 EDIL3 ITGB7
3400 EDIL3 ITGB8
3401 EDIL3 MADCAM1
3402 VCAM1 EDIL3
3403 FBN1 ITGB6
3404 FBN1 ITGB7
3405 FBN1 ITGB8
3406 FBN1 MADCAM1
3407 FN1 ITGB6
3408 FN1 ITGB7
3409 FN1 ITGB8
3410 FN1 MADCAM1
3411 ITGA4 MADCAM1
3412 ITGA4 SDC1
3413 ITGB6 MADCAM1
3414 PLAU ITGB6
3415 PLAUR ITGB6
3416 SDC1 ITGB6
3417 VCAM1 ITGB6
3418 ITGB6 VTN
3419 ITGB7 MADCAM1
3420 PLAU ITGB7
3421 PLAUR ITGB7
3422 SDC1 ITGB7
3423 VCAM1 ITGB7
3424 ITGB7 VTN
3425 ITGB8 MADCAM1
3426 PLAU ITGB8
3427 PLAUR ITGB8
3428 SDC1 ITGB8
3429 VCAM1 ITGB8
3430 ITGB8 VTN
3431 PLAU MADCAM1
3432 PLAUR MADCAM1
3433 SDC1 MADCAM1
3434 VCAM1 MADCAM1
3435 MADCAM1 VTN
3436 VCAM1 SDC1
3437 CDH1 FMN1
3438 PIK3R1 FMN1
3439 CDH1 ITGB7
3440 CDH1 TIAM1
3441 NME1 ITGB7
3442 PIK3R1 ITGB7
3443 ITGB7 TIAM1
3444 PIK3R1 NME1
3445 NME1 TIAM1
3446 PIK3R1 TIAM1
3447 CDH1 CLDN1
3448 ITGB3 CDH1
3449 PDGFB CDH1
3450 ITGB3 CLDN1
3451 PDGFB CLDN1
3452 PIK3R1 CLDN1
3453 PIK3R1 PDGFB
3454 CDH2 CNR1
3455 CDH2 GAP43
3456 CDH2 GJA1
3457 CDH2 GRIA2
3458 CDH2 MYL2
3459 PIK3R1 CDH2
3460 CNR1 GAP43
3461 CNR1 GJA1
3462 CNR1 GRIA2
3463 CNR1 MYL2
3464 PIK3R1 CNR1
3465 GAP43 GJA1
3466 GAP43 GRIA2
3467 GAP43 MYL2
3468 PIK3R1 GAP43
3469 GJA1 GRIA2
3470 GJA1 MYL2
3471 PIK3R1 GJA1
3472 GRIA2 MYL2
3473 PIK3R1 GRIA2
3474 PIK3R1 MYL2
3475 BDNF CDH1
3476 BDNF CDH2
3477 BDNF DSP
3478 EGF BDNF
3479 BDNF GDNF
3480 BDNF GFRA1
3481 BDNF IGF2
3482 BDNF NME1
3483 BDNF NTRK2
3484 BDNF RET
3485 BDNF SLIT1
3486 BDNF TIAM1
3487 CDH1 CDH2
3488 CDH1 DSP
3489 CDH1 GDNF
3490 CDH1 GFRA1
3491 CDH1 IGF2
3492 MMP3 CDH1
3493 MMP7 CDH1
3494 CDH1 NTRK2
3495 CDH1 RET
3496 CDH1 SLIT1
3497 CDH2 DSP
3498 EGF CDH2
3499 CDH2 GDNF
3500 CDH2 GFRA1
3501 CDH2 IGF2
3502 MMP3 CDH2
3503 MMP7 CDH2
3504 NME1 CDH2
3505 CDH2 NTRK2
3506 CDH2 RET
3507 CDH2 SLIT1
3508 TIAM1 CDH2
3509 EGF DSP
3510 DSP GDNF
3511 DSP GFRA1
3512 DSP IGF2
3513 MMP3 DSP
3514 MMP7 DSP
3515 NME1 DSP
3516 DSP NTRK2
3517 DSP RET
3518 DSP SLIT1
3519 TIAM1 DSP
3520 EGF GDNF
3521 EGF GFRA1
3522 EGF IGF2
3523 EGF MMP3
3524 EGF MMP7
3525 EGF NME1
3526 EGF NTRK2
3527 EGF RET
3528 EGF SLIT1
3529 EGF TIAM1
3530 GDNF GFRA1
3531 GDNF IGF2
3532 MMP3 GDNF
3533 MMP7 GDNF
3534 NME1 GDNF
3535 GDNF NTRK2
3536 GDNF RET
3537 GDNF SLIT1
3538 TIAM1 GDNF
3539 GFRA1 IGF2
3540 MMP3 GFRA1
3541 MMP7 GFRA1
3542 NME1 GFRA1
3543 GFRA1 NTRK2
3544 GFRA1 RET
3545 GFRA1 SLIT1
3546 TIAM1 GFRA1
3547 MMP3 IGF2
3548 MMP7 IGF2
3549 NME1 IGF2
3550 IGF2 NTRK2
3551 IGF2 RET
3552 IGF2 SLIT1
3553 TIAM1 IGF2
3554 MMP3 NME1
3555 MMP3 NTRK2
3556 MMP3 RET
3557 MMP3 SLIT1
3558 MMP3 TIAM1
3559 MMP7 NME1
3560 MMP7 NTRK2
3561 MMP7 RET
3562 MMP7 SLIT1
3563 MMP7 TIAM1
3564 NME1 NTRK2
3565 NME1 RET
3566 NME1 SLIT1
3567 NTRK2 RET
3568 NTRK2 SLIT1
3569 TIAM1 NTRK2
3570 RET SLIT1
3571 TIAM1 RET
3572 TIAM1 SLIT1
3573 AQP3 AQP5
3574 AQP3 CAMSAP3
3575 CDH1 AQP3
3576 AQP3 EFNA1
3577 EGF AQP3
3578 HGF AQP3
3579 AQP3 MGAT3
3580 MYL2 AQP3
3581 AQP5 CAMSAP3
3582 CDH1 AQP5
3583 AQP5 EFNA1
3584 EGF AQP5
3585 HGF AQP5
3586 AQP5 MGAT3
3587 MYL2 AQP5
3588 CDH1 CAMSAP3
3589 CAMSAP3 EFNA1
3590 EGF CAMSAP3
3591 HGF CAMSAP3
3592 CAMSAP3 MGAT3
3593 MYL2 CAMSAP3
3594 CDH1 EFNA1
3595 HGF CDH1
3596 CDH1 MGAT3
3597 CDH1 MYL2
3598 EGF EFNA1
3599 HGF EFNA1
3600 EFNA1 MGAT3
3601 MYL2 EFNA1
3602 EGF HGF
3603 EGF MGAT3
3604 EGF MYL2
3605 HGF MGAT3
3606 HGF MYL2
3607 MYL2 MGAT3
3608 ADRB2 EFNA1
3609 EGF ADRB2
3610 ADRB2 GNA15
3611 HGF ADRB2
3612 ITGA2B ADRB2
3613 ITGB3 ADRB2
3614 ADRB2 LHCGR
3615 ADRB2 USP6
3616 AGTR1 EFNA1
3617 EGF AGTR1
3618 AGTR1 GNA15
3619 HGF AGTR1
3620 ITGA2B AGTR1
3621 ITGB3 AGTR1
3622 AGTR1 LHCGR
3623 AGTR1 USP6
3624 EFNA1 GNA15
3625 ITGA2B EFNA1
3626 ITGB3 EFNA1
3627 EFNA1 LHCGR
3628 TSHR EFNA1
3629 EFNA1 USP6
3630 EGF GNA15
3631 EGF ITGA2B
3632 EGF ITGB3
3633 EGF LHCGR
3634 EGF TSHR
3635 EGF USP6
3636 HGF GNA15
3637 ITGA2B GNA15
3638 ITGB3 GNA15
3639 GNA15 LHCGR
3640 TSHR GNA15
3641 GNA15 USP6
3642 HGF ITGA2B
3643 HGF LHCGR
3644 HGF TSHR
3645 HGF USP6
3646 ITGA2B LHCGR
3647 ITGA2B TSHR
3648 ITGA2B USP6
3649 ITGB3 LHCGR
3650 ITGB3 TSHR
3651 ITGB3 USP6
3652 TSHR LHCGR
3653 LHCGR USP6
3654 TSHR USP6
3655 HSP90AA1 AURKA
3656 JUN AURKA
3657 AURKA MYL9
3658 AURKA PPP1R14A
3659 AURKA PPP1R14C
3660 AURKA SNAI1
3661 JUN HSP90AA1
3662 HSP90AA1 MYL9
3663 HSP90AA1 PPP1R14A
3664 HSP90AA1 PPP1R14C
3665 HSP90AA1 SNAI1
3666 JUN MYL9
3667 JUN PPP1R14A
3668 JUN PPP1R14C
3669 JUN SNAI1
3670 MYL9 PPP1R14A
3671 MYL9 PPP1R14C
3672 MYL9 SNAI1
3673 PPP1R14A PPP1R14C
3674 PPP1R14A SNAI1
3675 PPP1R14C SNAI1
3676 CDK5R1 DCX
3677 CDK5R1 LRP8
3678 CDK5R1 MAP1B
3679 CDK5R1 PLA2G7
3680 CDK5R1 RELN
3681 VLDLR CDK5R1
3682 DCX LRP8
3683 DCX MAP1B
3684 DCX PLA2G7
3685 DCX RELN
3686 VLDLR DCX
3687 LRP8 MAP1B
3688 LRP8 PLA2G7
3689 LRP8 RELN
3690 VLDLR LRP8
3691 MAP1B PLA2G7
3692 MAP1B RELN
3693 VLDLR MAP1B
3694 PLA2G7 RELN
3695 VLDLR PLA2G7
3696 VLDLR RELN
3697 CDK5R1 GRIN2A
3698 CDK5R1 GRIN2B
3699 PIK3R1 CDK5R1
3700 GRIN2A GRIN2B
3701 LRP8 GRIN2A
3702 MAP1B GRIN2A
3703 PIK3R1 GRIN2A
3704 RELN GRIN2A
3705 VLDLR GRIN2A
3706 LRP8 GRIN2B
3707 MAP1B GRIN2B
3708 PIK3R1 GRIN2B
3709 RELN GRIN2B
3710 VLDLR GRIN2B
3711 PIK3R1 LRP8
3712 PIK3R1 MAP1B
3713 PIK3R1 RELN
3714 PIK3R1 VLDLR
3715 DHH GAS1
3716 DHH HHIP
3717 DHH LRP2
3718 PIK3R1 DHH
3719 DHH PTCH2
3720 DHH PTHLH
3721 DHH TGFB2
3722 GAS1 HHIP
3723 GAS1 LRP2
3724 PIK3R1 GAS1
3725 GAS1 PTCH2
3726 GAS1 PTHLH
3727 GAS1 TGFB2
3728 HHIP LRP2
3729 PIK3R1 HHIP
3730 HHIP PTCH2
3731 HHIP PTHLH
3732 HHIP TGFB2
3733 PIK3R1 LRP2
3734 LRP2 PTCH2
3735 LRP2 PTHLH
3736 LRP2 TGFB2
3737 PIK3R1 PTCH2
3738 PIK3R1 PTHLH
3739 PIK3R1 TGFB2
3740 PTCH2 PTHLH
3741 PTCH2 TGFB2
3742 PTHLH TGFB2
3743 GLI1 GNAO1
3744 SSPO GLI1
3745 SSPO GNAO1
3746 CXCL8 CXCR2
3747 CXCL8 DNM1
3748 FGR CXCL8
3749 CXCL8 GNA15
3750 HCK CXCL8
3751 CXCL8 PIK3CG
3752 CXCL8 PIK3R6
3753 CXCL8 PLCB1
3754 CXCL8 PLCB2
3755 CXCL8 PRKCG
3756 CXCR2 DNM1
3757 FGR CXCR2
3758 GNA15 CXCR2
3759 HCK CXCR2
3760 CXCR2 PIK3CG
3761 CXCR2 PIK3R6
3762 CXCR2 PLCB1
3763 CXCR2 PLCB2
3764 CXCR2 PRKCG
3765 FGR DNM1
3766 GNA15 DNM1
3767 HCK DNM1
3768 DNM1 PIK3CG
3769 DNM1 PIK3R6
3770 DNM1 PLCB1
3771 DNM1 PLCB2
3772 DNM1 PRKCG
3773 FGR GNA15
3774 FGR PIK3CG
3775 FGR PIK3R6
3776 FGR PLCB1
3777 FGR PLCB2
3778 FGR PRKCG
3779 HCK GNA15
3780 GNA15 PIK3CG
3781 GNA15 PIK3R6
3782 GNA15 PLCB1
3783 GNA15 PLCB2
3784 GNA15 PRKCG
3785 HCK PIK3CG
3786 HCK PIK3R6
3787 HCK PLCB1
3788 HCK PLCB2
3789 HCK PRKCG
3790 PIK3CG PIK3R6
3791 PIK3CG PLCB1
3792 PIK3CG PLCB2
3793 PIK3CG PRKCG
3794 PIK3R6 PLCB1
3795 PIK3R6 PLCB2
3796 PIK3R6 PRKCG
3797 PLCB1 PLCB2
3798 PLCB1 PRKCG
3799 PLCB2 PRKCG
3800 CXCL8 CXCR1
3801 DNM1 CXCR1
3802 FGR CXCR1
3803 GNA15 CXCR1
3804 HCK CXCR1
3805 PIK3CG CXCR1
3806 PIK3R6 CXCR1
3807 PLCB1 CXCR1
3808 PLCB2 CXCR1
3809 PRKCG CXCR1
3810 BLK DNM1
3811 EGF BLK
3812 BLK GNA15
3813 BLK NOS3
3814 BLK PIK3CG
3815 BLK PIK3R6
3816 BLK PLCB2
3817 BLK PRKCG
3818 BLK PTGDR
3819 BLK PTGIR
3820 BLK SELE
3821 BLK SYK
3822 BLK TBXA2R
3823 BLK TGM2
3824 BLK VCAM1
3825 EGF DNM1
3826 ICAM1 DNM1
3827 LCK DNM1
3828 DNM1 NOS3
3829 DNM1 PTGDR
3830 DNM1 PTGIR
3831 DNM1 SELE
3832 DNM1 SYK
3833 DNM1 TBXA2R
3834 TGM2 DNM1
3835 VCAM1 DNM1
3836 EGF FGR
3837 EGF HCK
3838 EGF ICAM1
3839 EGF LCK
3840 EGF NOS3
3841 EGF PIK3CG
3842 EGF PIK3R6
3843 EGF PLCB2
3844 EGF PRKCG
3845 EGF PTGDR
3846 EGF PTGIR
3847 EGF SELE
3848 EGF SYK
3849 EGF TBXA2R
3850 EGF TGM2
3851 EGF VCAM1
3852 FGR NOS3
3853 FGR PTGDR
3854 FGR PTGIR
3855 FGR SELE
3856 FGR SYK
3857 FGR TBXA2R
3858 FGR TGM2
3859 FGR VCAM1
3860 ICAM1 GNA15
3861 LCK GNA15
3862 GNA15 NOS3
3863 GNA15 PTGDR
3864 GNA15 PTGIR
3865 GNA15 SELE
3866 GNA15 SYK
3867 GNA15 TBXA2R
3868 TGM2 GNA15
3869 VCAM1 GNA15
3870 HCK NOS3
3871 HCK PTGDR
3872 HCK PTGIR
3873 HCK SELE
3874 HCK SYK
3875 HCK TBXA2R
3876 HCK TGM2
3877 HCK VCAM1
3878 ICAM1 NOS3
3879 ICAM1 PIK3CG
3880 ICAM1 PIK3R6
3881 ICAM1 PLCB2
3882 ICAM1 PRKCG
3883 ICAM1 PTGDR
3884 ICAM1 PTGIR
3885 ICAM1 SELE
3886 ICAM1 SYK
3887 ICAM1 TBXA2R
3888 ICAM1 TGM2
3889 LCK NOS3
3890 LCK PIK3CG
3891 LCK PIK3R6
3892 LCK PLCB2
3893 LCK PRKCG
3894 LCK PTGDR
3895 LCK PTGIR
3896 LCK SELE
3897 LCK SYK
3898 LCK TBXA2R
3899 LCK TGM2
3900 LCK VCAM1
3901 PIK3CG NOS3
3902 PIK3R6 NOS3
3903 PLCB2 NOS3
3904 PRKCG NOS3
3905 NOS3 PTGDR
3906 NOS3 PTGIR
3907 NOS3 SELE
3908 NOS3 SYK
3909 NOS3 TBXA2R
3910 TGM2 NOS3
3911 VCAM1 NOS3
3912 PIK3CG PTGDR
3913 PIK3CG PTGIR
3914 PIK3CG SELE
3915 PIK3CG SYK
3916 PIK3CG TBXA2R
3917 TGM2 PIK3CG
3918 VCAM1 PIK3CG
3919 PIK3R6 PTGDR
3920 PIK3R6 PTGIR
3921 PIK3R6 SELE
3922 PIK3R6 SYK
3923 PIK3R6 TBXA2R
3924 TGM2 PIK3R6
3925 VCAM1 PIK3R6
3926 PLCB2 PTGDR
3927 PLCB2 PTGIR
3928 PLCB2 SELE
3929 PLCB2 SYK
3930 PLCB2 TBXA2R
3931 TGM2 PLCB2
3932 VCAM1 PLCB2
3933 PRKCG PTGDR
3934 PRKCG PTGIR
3935 PRKCG SELE
3936 PRKCG SYK
3937 PRKCG TBXA2R
3938 TGM2 PRKCG
3939 VCAM1 PRKCG
3940 PTGDR PTGIR
3941 PTGDR SELE
3942 PTGDR SYK
3943 PTGDR TBXA2R
3944 TGM2 PTGDR
3945 VCAM1 PTGDR
3946 PTGIR SELE
3947 PTGIR SYK
3948 PTGIR TBXA2R
3949 TGM2 PTGIR
3950 VCAM1 PTGIR
3951 SELE SYK
3952 SELE TBXA2R
3953 TGM2 SELE
3954 VCAM1 SELE
3955 SYK TBXA2R
3956 TGM2 SYK
3957 VCAM1 SYK
3958 TGM2 TBXA2R
3959 VCAM1 TBXA2R
3960 F2 F2RL2
3961 F2 F2RL3
3962 F2 GNA15
3963 F2 MYL2
3964 F2 PLCB2
3965 F2RL2 F2RL3
3966 GNA15 F2RL2
3967 MYL2 F2RL2
3968 PLCB2 F2RL2
3969 GNA15 F2RL3
3970 MYL2 F2RL3
3971 PLCB2 F2RL3
3972 MYL2 GNA15
3973 MYL2 PLCB2
3974 F2 DNM1
3975 DNM1 F2R
3976 DNM1 F2RL2
3977 GNAO1 DNM1
3978 MYL2 DNM1
3979 PIK3R1 DNM1
3980 F2 F2R
3981 F2 GNAO1
3982 F2 NOS3
3983 PIK3R1 F2
3984 F2 PLCB1
3985 F2 PRKCG
3986 F2RL2 F2R
3987 GNA15 F2R
3988 GNAO1 F2R
3989 MYL2 F2R
3990 NOS3 F2R
3991 PIK3R1 F2R
3992 PLCB1 F2R
3993 PLCB2 F2R
3994 PRKCG F2R
3995 GNAO1 F2RL2
3996 NOS3 F2RL2
3997 PIK3R1 F2RL2
3998 PLCB1 F2RL2
3999 PRKCG F2RL2
4000 GNA15 GNAO1
4001 PIK3R1 GNA15
4002 MYL2 GNAO1
4003 GNAO1 NOS3
4004 PIK3R1 GNAO1
4005 GNAO1 PLCB1
4006 GNAO1 PLCB2
4007 GNAO1 PRKCG
4008 MYL2 NOS3
4009 MYL2 PLCB1
4010 MYL2 PRKCG
4011 PIK3R1 NOS3
4012 PLCB1 NOS3
4013 PIK3R1 PLCB1
4014 PIK3R1 PLCB2
4015 PIK3R1 PRKCG
4016 ESR1 ESR2
4017 GNA15 ESR1
4018 GNAO1 ESR1
4019 ESR1 HBEGF
4020 MMP2 ESR1
4021 MMP9 ESR1
4022 NOS3 ESR1
4023 PIK3R1 ESR1
4024 PLCB1 ESR1
4025 PLCB2 ESR1
4026 GNA15 ESR2
4027 GNAO1 ESR2
4028 ESR2 HBEGF
4029 MMP2 ESR2
4030 MMP9 ESR2
4031 NOS3 ESR2
4032 PIK3R1 ESR2
4033 PLCB1 ESR2
4034 PLCB2 ESR2
4035 GNA15 HBEGF
4036 MMP2 GNA15
4037 MMP9 GNA15
4038 GNAO1 HBEGF
4039 MMP2 GNAO1
4040 MMP9 GNAO1
4041 MMP2 HBEGF
4042 MMP9 HBEGF
4043 NOS3 HBEGF
4044 PIK3R1 HBEGF
4045 PLCB1 HBEGF
4046 PLCB2 HBEGF
4047 MMP2 NOS3
4048 PIK3R1 MMP2
4049 MMP2 PLCB1
4050 MMP2 PLCB2
4051 MMP9 NOS3
4052 PIK3R1 MMP9
4053 MMP9 PLCB1
4054 MMP9 PLCB2
4055 CXCR4 FLT1
4056 CXCR4 GNA15
4057 CXCR4 GNAO1
4058 ITGB3 CXCR4
4059 CXCR4 PDGFB
4060 CXCR4 S1PR3
4061 VEGFA CXCR4
4062 GNA15 FLT1
4063 GNAO1 FLT1
