"","lambda","type","precision","recall"
"86",0.8,"half-PC",0.412213740458015,0.000317199248120301
"87",0.814285714285714,"half-PC",0.429473684210526,0.000299577067669173
"88",0.828571428571429,"half-PC",0.454767726161369,0.000273143796992481
"89",0.842857142857143,"half-PC",0.480874316939891,0.000258458646616541
"90",0.857142857142857,"half-PC",0.518518518518518,0.000246710526315789
"91",0.871428571428571,"half-PC",0.536585365853659,0.000226151315789474
"92",0.885714285714286,"half-PC",0.551587301587302,0.000204123590225564
"93",0.9,"half-PC",0.562790697674419,0.000177690319548872
"94",0.914285714285714,"half-PC",0.548387096774194,0.000124823778195489
"95",0.928571428571429,"half-PC",0.513274336283186,8.51738721804511e-05
"96",0.942857142857143,"half-PC",0.413333333333333,4.55239661654135e-05
"97",0.957142857142857,"half-PC",0.302325581395349,1.90906954887218e-05
"98",0.971428571428571,"half-PC",0.2,1.46851503759399e-06
"99",0.985714285714286,"half-PC",NA,0
"100",1,"half-PC",NA,0
"101",0.3,"quarter-PC",0.125629590766002,0.00703271851503759
"102",0.314285714285714,"quarter-PC",0.13070447496677,0.00649817904135338
"103",0.328571428571429,"quarter-PC",0.135037464359127,0.0059812617481203
"104",0.342857142857143,"quarter-PC",0.140039958561492,0.00555832941729323
"105",0.357142857142857,"quarter-PC",0.14519587628866,0.00517064144736842
"106",0.371428571428571,"quarter-PC",0.149444291356664,0.00477854793233083
"107",0.385714285714286,"quarter-PC",0.153971652900989,0.00443491541353383
"108",0.4,"quarter-PC",0.158229646042838,0.00408981437969925
"109",0.414285714285714,"quarter-PC",0.161691698611198,0.00377848919172932
"110",0.428571428571429,"quarter-PC",0.16686407022922,0.00351709351503759
"111",0.442857142857143,"quarter-PC",0.171415298854134,0.00325129229323308
"112",0.457142857142857,"quarter-PC",0.174645238502308,0.00300017622180451
"113",0.471428571428571,"quarter-PC",0.178520693247467,0.00276815084586466
"114",0.485714285714286,"quarter-PC",0.182724601175483,0.00255668468045113
"115",0.5,"quarter-PC",0.183945326074366,0.00233200187969925
"116",0.514285714285714,"quarter-PC",0.186392811296534,0.00213228383458647
"117",0.528571428571429,"quarter-PC",0.190285714285714,0.00195606203007519
"118",0.542857142857143,"quarter-PC",0.194365305476417,0.00180333646616541
"119",0.557142857142857,"quarter-PC",0.199113475177305,0.00164914238721805
"120",0.571428571428571,"quarter-PC",0.201384767556874,0.00149494830827068
"121",0.585714285714286,"quarter-PC",0.205184055761272,0.00138334116541353
"122",0.6,"quarter-PC",0.212585034013605,0.00128495065789474
"123",0.614285714285714,"quarter-PC",0.215803814713896,0.00116306390977444
"124",0.628571428571429,"quarter-PC",0.218253968253968,0.0010499882518797
"125",0.642857142857143,"quarter-PC",0.225443383356071,0.000970688439849624
"126",0.657142857142857,"quarter-PC",0.227955333076627,0.000869360902255639
"127",0.671428571428571,"quarter-PC",0.235345967386514,0.000784187030075188
"128",0.685714285714286,"quarter-PC",0.244488977955912,0.000716635338345865
"129",0.7,"quarter-PC",0.2559456398641,0.000663768796992481
"130",0.714285714285714,"quarter-PC",0.275997383911053,0.000619713345864662
"131",0.728571428571429,"quarter-PC",0.287753568745304,0.000562441259398496
"132",0.742857142857143,"quarter-PC",0.311699402220324,0.000536007988721805
"133",0.757142857142857,"quarter-PC",0.331378299120235,0.000497826597744361
"134",0.771428571428571,"quarter-PC",0.357929515418502,0.000477267387218045
"135",0.785714285714286,"quarter-PC",0.380710659898477,0.000440554511278195
"136",0.8,"quarter-PC",0.387142857142857,0.00039796757518797
"137",0.814285714285714,"quarter-PC",0.408403361344538,0.000356849154135338
"138",0.828571428571429,"quarter-PC",0.426070038910506,0.000321604793233083
"139",0.842857142857143,"quarter-PC",0.447247706422018,0.000286360432330827
"140",0.857142857142857,"quarter-PC",0.474530831099196,0.000259927161654135
"141",0.871428571428571,"quarter-PC",0.49685534591195,0.00023202537593985
"142",0.885714285714286,"quarter-PC",0.528301886792453,0.000205592105263158
"143",0.9,"quarter-PC",0.511520737327189,0.000163005169172932
"144",0.914285714285714,"quarter-PC",0.523255813953488,0.000132166353383459
"145",0.928571428571429,"quarter-PC",0.532258064516129,9.6921992481203e-05
"146",0.942857142857143,"quarter-PC",0.594594594594595,6.46146616541353e-05
"147",0.957142857142857,"quarter-PC",0.586206896551724,2.49647556390977e-05
"148",0.971428571428571,"quarter-PC",0.428571428571429,4.40554511278196e-06
"149",0.985714285714286,"quarter-PC",NA,0
"150",1,"quarter-PC",NA,0
"151",0.3,"exonic rate",0.0559670335628694,0.00757900610902256
"152",0.314285714285714,"exonic rate",0.0559940716122295,0.0073234844924812
"153",0.328571428571429,"exonic rate",0.055695171611402,0.00702978148496241
"154",0.342857142857143,"exonic rate",0.0554977621870086,0.0067375469924812
"155",0.357142857142857,"exonic rate",0.0551889168765743,0.00643503289473684
"156",0.371428571428571,"exonic rate",0.0550630080766094,0.00614720394736842
"157",0.385714285714286,"exonic rate",0.0550386635239631,0.00586378054511278
"158",0.4,"exonic rate",0.0551679212507238,0.00559651080827068
"159",0.414285714285714,"exonic rate",0.0556141396543029,0.00534392622180451
"160",0.428571428571429,"exonic rate",0.0551898160878637,0.00501057330827068
"161",0.442857142857143,"exonic rate",0.0550833577573574,0.00469190554511278
"162",0.457142857142857,"exonic rate",0.0555996383163256,0.00442463580827068
"163",0.471428571428571,"exonic rate",0.0555027523662429,0.00411624765037594
"164",0.485714285714286,"exonic rate",0.0561179718768059,0.00385044642857143
"165",0.5,"exonic rate",0.0565028263044035,0.00356702302631579
"166",0.514285714285714,"exonic rate",0.055937841200518,0.00323513862781955
"167",0.528571428571429,"exonic rate",0.0566400803168052,0.00298255404135338
"168",0.542857142857143,"exonic rate",0.0569671117705242,0.00270647321428571
"169",0.557142857142857,"exonic rate",0.0581142245102443,0.00247004229323308
"170",0.571428571428571,"exonic rate",0.057633973710819,0.00217633928571429
"171",0.585714285714286,"exonic rate",0.0582421461348394,0.00193843984962406
"172",0.6,"exonic rate",0.0593968464560902,0.0017093515037594
"173",0.614285714285714,"exonic rate",0.0591539196940727,0.00145382988721805
"174",0.628571428571429,"exonic rate",0.0606146438181561,0.00125704887218045
"175",0.642857142857143,"exonic rate",0.0611964638228478,0.00104705122180451
"176",0.657142857142857,"exonic rate",0.0615626638699528,0.000862018327067669
"177",0.671428571428571,"exonic rate",0.063570961412688,0.000713698308270677
"178",0.685714285714286,"exonic rate",0.0653776831066688,0.0005859375
"179",0.7,"exonic rate",0.0676598386095593,0.000480204417293233
"180",0.714285714285714,"exonic rate",0.0681336161187699,0.000377408364661654
"181",0.728571428571429,"exonic rate",0.069814502529511,0.000303982612781955
"182",0.742857142857143,"exonic rate",0.0756521739130435,0.000255521616541353
"183",0.757142857142857,"exonic rate",0.0815642458100559,0.000214403195488722
"184",0.771428571428571,"exonic rate",0.0845665961945032,0.000176221804511278
"185",0.785714285714286,"exonic rate",0.0951541850220264,0.00015859962406015
"186",0.8,"exonic rate",0.096662830840046,0.000123355263157895
"187",0.814285714285714,"exonic rate",0.106259097525473,0.000107201597744361
"188",0.828571428571429,"exonic rate",0.110074626865672,8.66423872180451e-05
"189",0.842857142857143,"exonic rate",0.106635071090047,6.60831766917293e-05
"190",0.857142857142857,"exonic rate",0.105421686746988,5.13980263157895e-05
"191",0.871428571428571,"exonic rate",0.0967741935483871,3.52443609022556e-05
"192",0.885714285714286,"exonic rate",0.0979381443298969,2.79017857142857e-05
"193",0.9,"exonic rate",0.0733333333333333,1.61536654135338e-05
"194",0.914285714285714,"exonic rate",0.0666666666666667,1.17481203007519e-05
"195",0.928571428571429,"exonic rate",0.0537634408602151,7.34257518796992e-06
"196",0.942857142857143,"exonic rate",0.0428571428571429,4.40554511278196e-06
"197",0.957142857142857,"exonic rate",0.0512820512820513,2.93703007518797e-06
"198",0.971428571428571,"exonic rate",0.0833333333333333,1.46851503759399e-06
"199",0.985714285714286,"exonic rate",NA,0
"200",1,"exonic rate",NA,0
"201",0.3,"expeff",0.0556338689972747,0.00782424812030075
"202",0.314285714285714,"expeff",0.0555591363196906,0.00759515977443609
"203",0.328571428571429,"expeff",0.0554678094522802,0.00737488251879699
"204",0.342857142857143,"expeff",0.0553343496166185,0.00714285714285714
"205",0.357142857142857,"expeff",0.0550890749591911,0.00688880404135338
"206",0.371428571428571,"expeff",0.0547012702850544,0.00660831766917293
"207",0.385714285714286,"expeff",0.0550868798791236,0.00642475328947368
"208",0.4,"expeff",0.0552356467332135,0.00618391682330827
"209",0.414285714285714,"expeff",0.0551258844824749,0.00590343045112782
"210",0.428571428571429,"expeff",0.0553558590941769,0.00565378289473684
"211",0.442857142857143,"expeff",0.0554545454545455,0.00537476503759399
"212",0.457142857142857,"expeff",0.0554308797127469,0.005078125
"213",0.471428571428571,"expeff",0.0552725158996102,0.00474770911654135
"214",0.485714285714286,"expeff",0.0546056361209151,0.00438498590225564
"215",0.5,"expeff",0.0549493835427581,0.00409715695488722
"216",0.514285714285714,"expeff",0.0545275842912696,0.00374765037593985
"217",0.528571428571429,"expeff",0.0551810994239336,0.00347450657894737
"218",0.542857142857143,"expeff",0.0562803983633135,0.00321164238721805
"219",0.557142857142857,"expeff",0.0565918974593729,0.0029047227443609
"220",0.571428571428571,"expeff",0.0556429603467651,0.00254493656015038
"221",0.585714285714286,"expeff",0.0559432933478735,0.00226004464285714
"222",0.6,"expeff",0.0570250343649769,0.00201039708646617
"223",0.614285714285714,"expeff",0.0576139670223084,0.00174459586466165
"224",0.628571428571429,"expeff",0.0584613614131998,0.00149201127819549
"225",0.642857142857143,"expeff",0.0599806736609608,0.00127613956766917
"226",0.657142857142857,"expeff",0.0612761647535449,0.00106614191729323
"227",0.671428571428571,"expeff",0.0634621426327364,0.000889920112781955
"228",0.685714285714286,"expeff",0.0635067335621864,0.000706355733082707
"229",0.7,"expeff",0.0652874342886213,0.000565378289473684
"230",0.714285714285714,"expeff",0.0667547918043622,0.000444960056390977
"231",0.728571428571429,"expeff",0.0697607379648314,0.000355380639097744
"232",0.742857142857143,"expeff",0.0754927482335441,0.000298108552631579
"233",0.757142857142857,"expeff",0.0788964181994192,0.00023936795112782
"234",0.771428571428571,"expeff",0.0874524714828897,0.00020265507518797
"235",0.785714285714286,"expeff",0.0933113129644922,0.00016594219924812
"236",0.8,"expeff",0.103923647932131,0.000143914473684211
"237",0.814285714285714,"expeff",0.101740294511379,0.000111607142857143
"238",0.828571428571429,"expeff",0.105175292153589,9.25164473684211e-05
"239",0.842857142857143,"expeff",0.111353711790393,7.48942669172932e-05
"240",0.857142857142857,"expeff",0.111702127659574,6.16776315789474e-05
"241",0.871428571428571,"expeff",0.116438356164384,4.99295112781955e-05
"242",0.885714285714286,"expeff",0.11587982832618,3.96499060150376e-05
"243",0.9,"expeff",0.11046511627907,2.79017857142857e-05
"244",0.914285714285714,"expeff",0.088,1.61536654135338e-05
"245",0.928571428571429,"expeff",0.0485436893203883,7.34257518796992e-06
"246",0.942857142857143,"expeff",0.04,4.40554511278196e-06
"247",0.957142857142857,"expeff",0.05,2.93703007518797e-06
"248",0.971428571428571,"expeff",0.0714285714285714,1.46851503759399e-06
"249",0.985714285714286,"expeff",NA,0
"250",1,"expeff",NA,0
"251",0.3,"RIN",0.0558903716458602,0.0080078125
"252",0.314285714285714,"RIN",0.0558699845069087,0.00778459821428571
"253",0.328571428571429,"RIN",0.0558098667939428,0.00755550986842105
"254",0.342857142857143,"RIN",0.0558315009320133,0.00734551221804511
"255",0.357142857142857,"RIN",0.0556836257175131,0.00709439614661654
"256",0.371428571428571,"RIN",0.0554196742826463,0.00682125234962406
"257",0.385714285714286,"RIN",0.055256481653363,0.00655691964285714
"258",0.4,"RIN",0.0553752639983516,0.00631461466165414
"259",0.414285714285714,"RIN",0.0555577965121751,0.00606790413533835
"260",0.428571428571429,"RIN",0.0558689948940732,0.00581678806390977
"261",0.442857142857143,"RIN",0.0561429635145197,0.00553630169172932
"262",0.457142857142857,"RIN",0.0559516673502224,0.00520882283834587
"263",0.471428571428571,"RIN",0.0553912838950304,0.00484169407894737
"264",0.485714285714286,"RIN",0.0553313394111924,0.00450980968045113
"265",0.5,"RIN",0.0550303454715219,0.00415442904135338
"266",0.514285714285714,"RIN",0.0552888174453774,0.00383869830827068
"267",0.528571428571429,"RIN",0.0553302903218332,0.00350681390977444
"268",0.542857142857143,"RIN",0.0562224274135631,0.00321898496240601
"269",0.557142857142857,"RIN",0.0563693994688598,0.00289884868421053
"270",0.571428571428571,"RIN",0.0561740078919509,0.00257136983082707
"271",0.585714285714286,"RIN",0.0564810755516586,0.0022703242481203
"272",0.6,"RIN",0.0572570466975179,0.00199864896616541
"273",0.614285714285714,"RIN",0.0576036866359447,0.00172550516917293
"274",0.628571428571429,"RIN",0.0586186883343006,0.00148320018796992
"275",0.642857142857143,"RIN",0.0601096737907762,0.00125558035714286
"276",0.657142857142857,"RIN",0.060948275862069,0.00103824013157895
"277",0.671428571428571,"RIN",0.0626271277165186,0.000859081296992481
"278",0.685714285714286,"RIN",0.0636536373507058,0.000688733552631579
"279",0.7,"RIN",0.0659225671433554,0.000555098684210526
"280",0.714285714285714,"RIN",0.0675858951175407,0.000439085996240601
"281",0.728571428571429,"RIN",0.0696428571428571,0.000343632518796992
"282",0.742857142857143,"RIN",0.0738858483189992,0.000277549342105263
"283",0.757142857142857,"RIN",0.0770408163265306,0.000221745770676692
"284",0.771428571428571,"RIN",0.0796812749003984,0.000176221804511278
"285",0.785714285714286,"RIN",0.0893321769297485,0.00015125704887218
"286",0.8,"RIN",0.0945157526254376,0.000118949718045113
"287",0.814285714285714,"RIN",0.0980392156862745,9.5453477443609e-05
"288",0.828571428571429,"RIN",0.0994152046783626,7.48942669172932e-05
"289",0.842857142857143,"RIN",0.0906735751295337,5.13980263157895e-05
"290",0.857142857142857,"RIN",0.0824742268041237,3.52443609022556e-05
"291",0.871428571428571,"RIN",0.0735930735930736,2.49647556390977e-05
"292",0.885714285714286,"RIN",0.0702702702702703,1.90906954887218e-05
"293",0.9,"RIN",0.0616438356164384,1.32166353383459e-05
"294",0.914285714285714,"RIN",0.0594059405940594,8.81109022556391e-06
"295",0.928571428571429,"RIN",0.0476190476190476,5.87406015037594e-06
"296",0.942857142857143,"RIN",0.0491803278688525,4.40554511278196e-06
"297",0.957142857142857,"RIN",0.0769230769230769,4.40554511278196e-06
"298",0.971428571428571,"RIN",0.0833333333333333,1.46851503759399e-06
"299",0.985714285714286,"RIN",NA,0
"300",1,"RIN",NA,0
"301",0.3,"gene GC%",0.0559157954742103,0.00806655310150376
"302",0.314285714285714,"gene GC%",0.0556346282652378,0.00780662593984962
"303",0.328571428571429,"gene GC%",0.0556338103891356,0.00759809680451128
"304",0.342857142857143,"gene GC%",0.0552204176334107,0.00733963815789474
"305",0.357142857142857,"gene GC%",0.0551186471497409,0.00712229793233083
"306",0.371428571428571,"gene GC%",0.0551168166723383,0.00689761513157895
"307",0.385714285714286,"gene GC%",0.0550026765292715,0.00663915648496241
"308",0.4,"gene GC%",0.0549272612270715,0.00637629229323308
"309",0.414285714285714,"gene GC%",0.0548761987679238,0.00610902255639098
"310",0.428571428571429,"gene GC%",0.0552678460454903,0.00587699718045113
"311",0.442857142857143,"gene GC%",0.0554225260133223,0.00560825892857143
"312",0.457142857142857,"gene GC%",0.0552218859925347,0.00527931156015038
"313",0.471428571428571,"gene GC%",0.0550594995184538,0.00495330122180451
"314",0.485714285714286,"gene GC%",0.0544949124095248,0.00457736137218045
"315",0.5,"gene GC%",0.0548687552921253,0.00428218984962406
"316",0.514285714285714,"gene GC%",0.0546881369751325,0.00394002584586466
"317",0.528571428571429,"gene GC%",0.0551463224657839,0.00363898026315789
"318",0.542857142857143,"gene GC%",0.0552862249644973,0.00331590695488722
"319",0.557142857142857,"gene GC%",0.0557643086641616,0.00300751879699248
"320",0.571428571428571,"gene GC%",0.0555114018463043,0.00266682330827068
"321",0.585714285714286,"gene GC%",0.0562400498373365,0.00238633693609023
"322",0.6,"gene GC%",0.0574325662454945,0.00212934680451128
"323",0.614285714285714,"gene GC%",0.0573721623480853,0.00183711231203008
"324",0.628571428571429,"gene GC%",0.0582208489185233,0.00157718515037594
"325",0.642857142857143,"gene GC%",0.0601993615219233,0.00135690789473684
"326",0.657142857142857,"gene GC%",0.0618941681233116,0.00114397321428571
"327",0.671428571428571,"gene GC%",0.0622918707149853,0.000933975563909774
"328",0.685714285714286,"gene GC%",0.0633114875726475,0.00075187969924812
"329",0.7,"gene GC%",0.0646695197337137,0.000599154135338346
"330",0.714285714285714,"gene GC%",0.0651238992422691,0.000466987781954887
"331",0.728571428571429,"gene GC%",0.0694668820678514,0.000378876879699248
"332",0.742857142857143,"gene GC%",0.0723917672107878,0.000299577067669173
"333",0.757142857142857,"gene GC%",0.0740913327120224,0.000233493890977444
"334",0.771428571428571,"gene GC%",0.0766871165644172,0.000183564379699248
"335",0.785714285714286,"gene GC%",0.0835987261146497,0.000154194078947368
"336",0.8,"gene GC%",0.0950854700854701,0.000130697838345865
"337",0.814285714285714,"gene GC%",0.0990371389270977,0.000105733082706767
"338",0.828571428571429,"gene GC%",0.102888086642599,8.37053571428571e-05
"339",0.842857142857143,"gene GC%",0.0985915492957746,6.16776315789474e-05
"340",0.857142857142857,"gene GC%",0.102941176470588,5.13980263157895e-05
"341",0.871428571428571,"gene GC%",0.0943396226415094,3.67128759398496e-05
"342",0.885714285714286,"gene GC%",0.0813397129186603,2.49647556390977e-05
"343",0.9,"gene GC%",0.0848484848484849,2.05592105263158e-05
"344",0.914285714285714,"gene GC%",0.0737704918032787,1.32166353383459e-05
"345",0.928571428571429,"gene GC%",0.04,5.87406015037594e-06
"346",0.942857142857143,"gene GC%",0.0410958904109589,4.40554511278196e-06
"347",0.957142857142857,"gene GC%",0.0681818181818182,4.40554511278196e-06
"348",0.971428571428571,"gene GC%",0.0909090909090909,1.46851503759399e-06
"349",0.985714285714286,"gene GC%",NA,0
"350",1,"gene GC%",NA,0
"351",0.3,"multi3",0.0551528181415499,0.00749676926691729
"352",0.314285714285714,"multi3",0.0552153420731503,0.00724271616541353
"353",0.328571428571429,"multi3",0.0548115309627704,0.00693579652255639
"354",0.342857142857143,"multi3",0.054824085461429,0.00667733787593985
"355",0.357142857142857,"multi3",0.054880955367671,0.00642475328947368
"356",0.371428571428571,"multi3",0.0549841668629452,0.00617070018796992
"357",0.385714285714286,"multi3",0.0549024443713691,0.0058843397556391
"358",0.4,"multi3",0.0550816370567503,0.00562294407894737
"359",0.414285714285714,"multi3",0.0547115224405096,0.00530427631578947
"360",0.428571428571429,"multi3",0.0548632828161334,0.00502378994360902
"361",0.442857142857143,"multi3",0.0543896050886085,0.00469631109022556
"362",0.457142857142857,"multi3",0.0552418988835436,0.0044686912593985
"363",0.471428571428571,"multi3",0.055227975947224,0.00416764567669173
"364",0.485714285714286,"multi3",0.0552121529596647,0.00386953712406015
"365",0.5,"multi3",0.0554849255357791,0.0035890507518797
"366",0.514285714285714,"multi3",0.0563108716072576,0.0033452772556391
"367",0.528571428571429,"multi3",0.0565465717456622,0.00306772791353383
"368",0.542857142857143,"multi3",0.0567110579081251,0.0027828359962406
"369",0.557142857142857,"multi3",0.0577268792862374,0.00254640507518797
"370",0.571428571428571,"multi3",0.0569008619081378,0.00223948543233083
"371",0.585714285714286,"multi3",0.0573323756812709,0.00199277490601504
"372",0.6,"multi3",0.0577810148094198,0.00174753289473684
"373",0.614285714285714,"multi3",0.0588466947960619,0.00153606672932331
"374",0.628571428571429,"multi3",0.0604035814512896,0.00132753759398496
"375",0.642857142857143,"multi3",0.0604558176729308,0.00111019736842105
"376",0.657142857142857,"multi3",0.0612602100350058,0.00092516447368421
"377",0.671428571428571,"multi3",0.0621401151631478,0.000760690789473684
"378",0.685714285714286,"multi3",0.0630862329803328,0.000612370770676692
"379",0.7,"multi3",0.0655487804878049,0.000505169172932331
"380",0.714285714285714,"multi3",0.0680552191813999,0.00041265272556391
"381",0.728571428571429,"multi3",0.0698974836905871,0.000330415883458647
"382",0.742857142857143,"multi3",0.0713134568896052,0.000259927161654135
"383",0.757142857142857,"multi3",0.0760475944128298,0.000215871710526316
"384",0.771428571428571,"multi3",0.0797665369649805,0.00018062734962406
"385",0.785714285714286,"multi3",0.0935672514619883,0.000164473684210526
"386",0.8,"multi3",0.0941176470588235,0.000129229323308271
"387",0.814285714285714,"multi3",0.0994550408719346,0.000107201597744361
"388",0.828571428571429,"multi3",0.109797297297297,9.5453477443609e-05
"389",0.842857142857143,"multi3",0.103982300884956,6.90202067669173e-05
"390",0.857142857142857,"multi3",0.0972222222222222,5.13980263157895e-05
"391",0.871428571428571,"multi3",0.0983050847457627,4.25869360902256e-05
"392",0.885714285714286,"multi3",0.103603603603604,3.37758458646617e-05
"393",0.9,"multi3",0.100591715976331,2.49647556390977e-05
"394",0.914285714285714,"multi3",0.1015625,1.90906954887218e-05
"395",0.928571428571429,"multi3",0.0576923076923077,8.81109022556391e-06
"396",0.942857142857143,"multi3",0.0405405405405405,4.40554511278196e-06
"397",0.957142857142857,"multi3",0.0666666666666667,4.40554511278196e-06
"398",0.971428571428571,"multi3",0.0833333333333333,1.46851503759399e-06
"399",0.985714285714286,"multi3",NA,0
"400",1,"multi3",NA,0
"401",0.3,"multicorr",0.0558105428967165,0.00603559680451128
"402",0.314285714285714,"multicorr",0.0557637967821925,0.00568021616541353
"403",0.328571428571429,"multicorr",0.0555275036339989,0.00532924107142857
"404",0.342857142857143,"multicorr",0.055402699314589,0.00499735667293233
"405",0.357142857142857,"multicorr",0.0558810745023038,0.00471980733082707
"406",0.371428571428571,"multicorr",0.0562178675210491,0.00443197838345865
"407",0.385714285714286,"multicorr",0.0560837261324599,0.00412359022556391
"408",0.4,"multicorr",0.0558939371112498,0.00381373355263158
"409",0.414285714285714,"multicorr",0.0560198727770813,0.00354352678571429
"410",0.428571428571429,"multicorr",0.0554897861514823,0.00323513862781955
"411",0.442857142857143,"multicorr",0.0558428697183099,0.00298108552631579
"412",0.457142857142857,"multicorr",0.0563781148757078,0.002734375
