"","lambda","type","precision","recall"
"30",0.714285714285714,"PC corrected",0.410326086956522,0.000443491541353383
"31",0.728571428571429,"PC corrected",0.417040358744395,0.000409715695488722
"32",0.742857142857143,"PC corrected",0.426229508196721,0.000381813909774436
"33",0.757142857142857,"PC corrected",0.424778761061947,0.000352443609022556
"34",0.771428571428571,"PC corrected",0.423300970873786,0.000320136278195489
"35",0.785714285714286,"PC corrected",0.427645788336933,0.000290765977443609
"36",0.8,"PC corrected",0.43855421686747,0.000267269736842105
"37",0.814285714285714,"PC corrected",0.440104166666667,0.000248179041353383
"38",0.828571428571429,"PC corrected",0.446327683615819,0.00023202537593985
"39",0.842857142857143,"PC corrected",0.46417445482866,0.000218808740601504
"40",0.857142857142857,"PC corrected",0.468227424749164,0.000205592105263158
"41",0.871428571428571,"PC corrected",0.496212121212121,0.000192375469924812
"42",0.885714285714286,"PC corrected",0.504065040650406,0.000182095864661654
"43",0.9,"PC corrected",0.511737089201878,0.000160068139097744
"44",0.914285714285714,"PC corrected",0.529411764705882,0.000145382988721805
"45",0.928571428571429,"PC corrected",0.479166666666667,0.000101327537593985
"46",0.942857142857143,"PC corrected",0.494252873563218,6.31461466165414e-05
"47",0.957142857142857,"PC corrected",0.543859649122807,4.55239661654135e-05
"48",0.971428571428571,"PC corrected",NA,0
"49",0.985714285714286,"PC corrected",NA,0
"50",1,"PC corrected",NA,0
"51",0.3,"half-PC",0.161589201967438,0.00622356672932331
"52",0.314285714285714,"half-PC",0.171648351648352,0.00573455122180451
"53",0.328571428571429,"half-PC",0.182187046035165,0.00534098919172932
"54",0.342857142857143,"half-PC",0.191905411550705,0.00495770676691729
"55",0.357142857142857,"half-PC",0.201205050958272,0.00460966870300752
"56",0.371428571428571,"half-PC",0.209320638556804,0.00429393796992481
"57",0.385714285714286,"half-PC",0.217634374251258,0.00400170347744361
"58",0.4,"half-PC",0.226262446657184,0.00373737077067669
"59",0.414285714285714,"half-PC",0.23507499264778,0.00352149906015038
"60",0.428571428571429,"half-PC",0.240780911062907,0.00326010338345865
"61",0.442857142857143,"half-PC",0.24656880295978,0.00303395206766917
"62",0.457142857142857,"half-PC",0.251976805482341,0.0028078007518797
"63",0.471428571428571,"half-PC",0.260850631441428,0.00263892152255639
"64",0.485714285714286,"half-PC",0.2676735218509,0.00244654605263158
"65",0.5,"half-PC",0.273181169757489,0.00224976503759399
"66",0.514285714285714,"half-PC",0.280055183287347,0.00208675986842105
"67",0.528571428571429,"half-PC",0.285589899869395,0.00192669172932331
"68",0.542857142857143,"half-PC",0.290392487358536,0.00177102913533835
"69",0.557142857142857,"half-PC",0.291988288528081,0.0016109609962406
"70",0.571428571428571,"half-PC",0.289007092198582,0.00143620770676692
"71",0.585714285714286,"half-PC",0.294660514172709,0.00131285244360902
"72",0.6,"half-PC",0.294918998527246,0.00117628054511278
"73",0.614285714285714,"half-PC",0.3023641642472,0.00107054746240601
"74",0.628571428571429,"half-PC",0.308085501858736,0.000973625469924812
"75",0.642857142857143,"half-PC",0.310810810810811,0.000878171992481203
"76",0.657142857142857,"half-PC",0.31668625146886,0.000791529605263158
"77",0.671428571428571,"half-PC",0.326732673267327,0.000726914943609023
"78",0.685714285714286,"half-PC",0.338484179543782,0.000675516917293233
"79",0.7,"half-PC",0.33988533988534,0.000609433740601504
"80",0.714285714285714,"half-PC",0.356025758969641,0.000568315319548872
"81",0.728571428571429,"half-PC",0.364012409513961,0.000516917293233083
"82",0.742857142857143,"half-PC",0.373831775700935,0.000469924812030075
"83",0.757142857142857,"half-PC",0.374025974025974,0.000422932330827068
"84",0.771428571428571,"half-PC",0.384057971014493,0.000389156484962406
"85",0.785714285714286,"half-PC",0.393203883495146,0.000356849154135338
"86",0.8,"half-PC",0.409174311926606,0.000327478853383459
"87",0.814285714285714,"half-PC",0.409090909090909,0.000290765977443609
"88",0.828571428571429,"half-PC",0.424528301886792,0.000264332706766917
"89",0.842857142857143,"half-PC",0.431635388739946,0.000236430921052632
"90",0.857142857142857,"half-PC",0.437869822485207,0.00021734022556391
"91",0.871428571428571,"half-PC",0.462783171521036,0.00020999765037594
"92",0.885714285714286,"half-PC",0.487179487179487,0.0001953125
"93",0.9,"half-PC",0.502092050209205,0.000176221804511278
"94",0.914285714285714,"half-PC",0.504950495049505,0.000149788533834586
"95",0.928571428571429,"half-PC",0.519736842105263,0.000116012687969925
"96",0.942857142857143,"half-PC",0.488636363636364,6.31461466165414e-05
"97",0.957142857142857,"half-PC",0.516129032258065,4.69924812030075e-05
"98",0.971428571428571,"half-PC",0,0
"99",0.985714285714286,"half-PC",NA,0
"100",1,"half-PC",NA,0
"101",0.3,"quarter-PC",0.128216950289211,0.008984375
"102",0.314285714285714,"quarter-PC",0.1359380970577,0.00835878759398496
"103",0.328571428571429,"quarter-PC",0.14379972304434,0.00777725563909774
"104",0.342857142857143,"quarter-PC",0.15212061779848,0.00728970864661654
"105",0.357142857142857,"quarter-PC",0.159302685417598,0.00680363016917293
"106",0.371428571428571,"quarter-PC",0.167681516879914,0.00638950892857143
"107",0.385714285714286,"quarter-PC",0.17470240644001,0.00599154135338346
"108",0.4,"quarter-PC",0.182308930769959,0.00565378289473684
"109",0.414285714285714,"quarter-PC",0.188814107580738,0.00531455592105263
"110",0.428571428571429,"quarter-PC",0.194414176750588,0.00497826597744361
"111",0.442857142857143,"quarter-PC",0.20074419778002,0.00467428336466165
"112",0.457142857142857,"quarter-PC",0.206331802919208,0.00442169877819549
"113",0.471428571428571,"quarter-PC",0.213184675246932,0.00418379934210526
"114",0.485714285714286,"quarter-PC",0.2189811010682,0.00391359257518797
"115",0.5,"quarter-PC",0.225679189455752,0.00369625234962406
"116",0.514285714285714,"quarter-PC",0.230663525716529,0.00345101033834586
"117",0.528571428571429,"quarter-PC",0.234040251027916,0.00317639802631579
"118",0.542857142857143,"quarter-PC",0.240180372611843,0.00297227443609023
"119",0.557142857142857,"quarter-PC",0.243829175917461,0.00274171757518797
"120",0.571428571428571,"quarter-PC",0.248637797533697,0.00254640507518797
"121",0.585714285714286,"quarter-PC",0.250597419149275,0.00230997415413534
"122",0.6,"quarter-PC",0.256264439310467,0.00211759868421053
"123",0.614285714285714,"quarter-PC",0.261702986279257,0.0019046640037594
"124",0.628571428571429,"quarter-PC",0.267657142857143,0.00171963110902256
"125",0.642857142857143,"quarter-PC",0.272727272727273,0.00154634633458647
"126",0.657142857142857,"quarter-PC",0.278751857355126,0.00137746710526316
"127",0.671428571428571,"quarter-PC",0.283826086956522,0.00119830827067669
"128",0.685714285714286,"quarter-PC",0.29073482428115,0.00106907894736842
"129",0.7,"quarter-PC",0.303328645100797,0.000950129229323308
"130",0.714285714285714,"quarter-PC",0.31500824628917,0.000841459116541353
"131",0.728571428571429,"quarter-PC",0.321311475409836,0.000719572368421053
"132",0.742857142857143,"quarter-PC",0.328735632183908,0.00062999295112782
"133",0.757142857142857,"quarter-PC",0.33672525439408,0.000534539473684211
"134",0.771428571428571,"quarter-PC",0.353579175704989,0.000478735902255639
"135",0.785714285714286,"quarter-PC",0.361757105943152,0.000411184210526316
"136",0.8,"quarter-PC",0.353211009174312,0.000339226973684211
"137",0.814285714285714,"quarter-PC",0.371929824561403,0.000311325187969925
"138",0.828571428571429,"quarter-PC",0.389583333333333,0.000274612312030075
"139",0.842857142857143,"quarter-PC",0.407862407862408,0.000243773496240602
"140",0.857142857142857,"quarter-PC",0.419444444444444,0.000221745770676692
"141",0.871428571428571,"quarter-PC",0.432692307692308,0.000198249530075188
"142",0.885714285714286,"quarter-PC",0.451851851851852,0.000179158834586466
"143",0.9,"quarter-PC",0.461538461538462,0.000149788533834586
"144",0.914285714285714,"quarter-PC",0.494047619047619,0.000121886748120301
"145",0.928571428571429,"quarter-PC",0.532258064516129,9.6921992481203e-05
"146",0.942857142857143,"quarter-PC",0.538461538461538,7.19572368421053e-05
"147",0.957142857142857,"quarter-PC",0.653061224489796,4.69924812030075e-05
"148",0.971428571428571,"quarter-PC",0,0
"149",0.985714285714286,"quarter-PC",NA,0
"150",1,"quarter-PC",NA,0
"151",0.3,"exonic rate",0.0558506258234519,0.00796816259398496
"152",0.314285714285714,"exonic rate",0.0560828940809638,0.00776550751879699
"153",0.328571428571429,"exonic rate",0.056369217276913,0.00755110432330827
"154",0.342857142857143,"exonic rate",0.0561983846084037,0.0072750234962406
"155",0.357142857142857,"exonic rate",0.056792009400705,0.00709733317669173
"156",0.371428571428571,"exonic rate",0.0571282525618869,0.00689320958646617
"157",0.385714285714286,"exonic rate",0.0576815995950392,0.00669349154135338
"158",0.4,"exonic rate",0.0577820677253435,0.00641741071428571
"159",0.414285714285714,"exonic rate",0.0584050709995294,0.00619713345864662
"160",0.428571428571429,"exonic rate",0.058626611940733,0.00591517857142857
"161",0.442857142857143,"exonic rate",0.0584528633275302,0.00557154605263158
"162",0.457142857142857,"exonic rate",0.0586615076892809,0.00525434680451128
"163",0.471428571428571,"exonic rate",0.0589597810065277,0.00493421052631579
"164",0.485714285714286,"exonic rate",0.0594531220453084,0.00461701127819549
"165",0.5,"exonic rate",0.0598055703679396,0.00428218984962406
"166",0.514285714285714,"exonic rate",0.0606080990178932,0.00396939614661654
"167",0.528571428571429,"exonic rate",0.0612517633083377,0.00363457471804511
"168",0.542857142857143,"exonic rate",0.0619071255239356,0.0032968162593985
"169",0.557142857142857,"exonic rate",0.0628576760388156,0.00296786889097744
"170",0.571428571428571,"exonic rate",0.0627333831217326,0.00259046052631579
"171",0.585714285714286,"exonic rate",0.0636524167385323,0.00227619830827068
"172",0.6,"exonic rate",0.0639896621039533,0.00196340460526316
"173",0.614285714285714,"exonic rate",0.0664718772826881,0.00173725328947368
"174",0.628571428571429,"exonic rate",0.0668256175905689,0.00148173167293233
"175",0.642857142857143,"exonic rate",0.0682746700188561,0.00127613956766917
"176",0.657142857142857,"exonic rate",0.0695963787250094,0.00108376409774436
"177",0.671428571428571,"exonic rate",0.0712984054669704,0.000919290413533835
"178",0.685714285714286,"exonic rate",0.0744577980384031,0.000791529605263158
"179",0.7,"exonic rate",0.0763410122750967,0.000666705827067669
"180",0.714285714285714,"exonic rate",0.0763546798029557,0.000546287593984962
"181",0.728571428571429,"exonic rate",0.0778888034844991,0.000446428571428571
"182",0.742857142857143,"exonic rate",0.0830140485312899,0.000381813909774436
"183",0.757142857142857,"exonic rate",0.0870088211708099,0.000318667763157895
"184",0.771428571428571,"exonic rate",0.0902021772939347,0.000255521616541353
"185",0.785714285714286,"exonic rate",0.0933333333333333,0.000205592105263158
"186",0.8,"exonic rate",0.093167701863354,0.000154194078947368
"187",0.814285714285714,"exonic rate",0.0845886442641947,0.000107201597744361
"188",0.828571428571429,"exonic rate",0.093841642228739,9.3984962406015e-05
"189",0.842857142857143,"exonic rate",0.100970873786408,7.63627819548872e-05
"190",0.857142857142857,"exonic rate",0.1075,6.31461466165414e-05
"191",0.871428571428571,"exonic rate",0.127090301003344,5.58035714285714e-05
"192",0.885714285714286,"exonic rate",0.141666666666667,4.99295112781955e-05
"193",0.9,"exonic rate",0.107344632768362,2.79017857142857e-05
"194",0.914285714285714,"exonic rate",0.104477611940299,2.05592105263158e-05
"195",0.928571428571429,"exonic rate",0.0865384615384615,1.32166353383459e-05
"196",0.942857142857143,"exonic rate",0.0632911392405063,7.34257518796992e-06
"197",0.957142857142857,"exonic rate",0.0535714285714286,4.40554511278196e-06
"198",0.971428571428571,"exonic rate",0,0
"199",0.985714285714286,"exonic rate",NA,0
"200",1,"exonic rate",NA,0
"201",0.3,"expeff",0.0554029064847415,0.0077875352443609
"202",0.314285714285714,"expeff",0.0560247323179008,0.00763774671052632
"203",0.328571428571429,"expeff",0.0565071733057309,0.00745565084586466
"204",0.342857142857143,"expeff",0.0568331067536118,0.00724418468045113
"205",0.357142857142857,"expeff",0.0568623708757783,0.00700041118421053
"206",0.371428571428571,"expeff",0.0570129242512484,0.00675663768796993
"207",0.385714285714286,"expeff",0.0573995894496301,0.00652901785714286
"208",0.4,"expeff",0.0578141428301836,0.0062984609962406
"209",0.414285714285714,"expeff",0.0581206250441915,0.00603559680451128
"210",0.428571428571429,"expeff",0.0583334573099067,0.00575804746240602
"211",0.442857142857143,"expeff",0.0584725349119133,0.00545406484962406
"212",0.457142857142857,"expeff",0.0584300478276865,0.00513099154135338
"213",0.471428571428571,"expeff",0.0589036187746327,0.00482847744360902
"214",0.485714285714286,"expeff",0.0589771869739363,0.00447603383458647
"215",0.5,"expeff",0.0599361800394676,0.00419261043233083
"216",0.514285714285714,"expeff",0.0601524537687401,0.00383576127819549
"217",0.528571428571429,"expeff",0.0604342520085427,0.0034906602443609
"218",0.542857142857143,"expeff",0.0610706565024462,0.00315290178571429
"219",0.557142857142857,"expeff",0.0619846642497353,0.00283717105263158
"220",0.571428571428571,"expeff",0.0619589141599413,0.00248032189849624
"221",0.585714285714286,"expeff",0.0630473599183743,0.00217780780075188
"222",0.6,"expeff",0.0639821029082774,0.00188997885338346
"223",0.614285714285714,"expeff",0.0650953327874605,0.00163445723684211
"224",0.628571428571429,"expeff",0.0672599337748344,0.00143180216165414
"225",0.642857142857143,"expeff",0.0678733031674208,0.00121152490601504
"226",0.657142857142857,"expeff",0.0685832025117739,0.0010264920112782
"227",0.671428571428571,"expeff",0.0716650898770104,0.000889920112781955
"228",0.685714285714286,"expeff",0.0734195402298851,0.000750411184210526
"229",0.7,"expeff",0.0766806722689076,0.000643209586466165
"230",0.714285714285714,"expeff",0.0776552022496215,0.000527196898496241
"231",0.728571428571429,"expeff",0.0797858099062918,0.000437617481203008
"232",0.742857142857143,"expeff",0.0816188870151771,0.000355380639097744
"233",0.757142857142857,"expeff",0.0836891545687447,0.000287828947368421
"234",0.771428571428571,"expeff",0.0882352941176471,0.000233493890977444
"235",0.785714285714286,"expeff",0.085,0.000174753289473684
"236",0.8,"expeff",0.0901408450704225,0.000140977443609023
"237",0.814285714285714,"expeff",0.0869565217391304,0.000102796052631579
"238",0.828571428571429,"expeff",0.0970266040688576,9.10479323308271e-05
"239",0.842857142857143,"expeff",0.101910828025478,7.04887218045113e-05
"240",0.857142857142857,"expeff",0.112391930835735,5.72720864661654e-05
"241",0.871428571428571,"expeff",0.134831460674157,5.28665413533835e-05
"242",0.885714285714286,"expeff",0.114832535885167,3.52443609022556e-05
"243",0.9,"expeff",0.0759493670886076,1.76221804511278e-05
"244",0.914285714285714,"expeff",0.0813008130081301,1.46851503759398e-05
"245",0.928571428571429,"expeff",0.0721649484536082,1.02796052631579e-05
"246",0.942857142857143,"expeff",0.0625,7.34257518796992e-06
"247",0.957142857142857,"expeff",0.0535714285714286,4.40554511278196e-06
"248",0.971428571428571,"expeff",0,0
"249",0.985714285714286,"expeff",NA,0
"250",1,"expeff",NA,0
"251",0.3,"RIN",0.0560947847682119,0.00796082001879699
"252",0.314285714285714,"RIN",0.0563414842316391,0.00775522791353383
"253",0.328571428571429,"RIN",0.056606480663959,0.00753201362781955
"254",0.342857142857143,"RIN",0.0565582946834518,0.00727061795112782
"255",0.357142857142857,"RIN",0.056710931942139,0.00702390742481203
"256",0.371428571428571,"RIN",0.0571625683733307,0.00681390977443609
"257",0.385714285714286,"RIN",0.0572820275550072,0.00654517152255639
"258",0.4,"RIN",0.0575145636292699,0.00627790178571429
"259",0.414285714285714,"RIN",0.0581804313742108,0.00604881343984962
"260",0.428571428571429,"RIN",0.0584225176011789,0.00576392152255639
"261",0.442857142857143,"RIN",0.0594358099570382,0.00552602208646617
"262",0.457142857142857,"RIN",0.0596545518760827,0.00520882283834587
"263",0.471428571428571,"RIN",0.0599416783669943,0.00489015507518797
"264",0.485714285714286,"RIN",0.0601315072756984,0.00453917998120301
"265",0.5,"RIN",0.0604560646444134,0.00419701597744361
"266",0.514285714285714,"RIN",0.0605448338326482,0.00382841870300752
"267",0.528571428571429,"RIN",0.0615467709163859,0.00351415648496241
"268",0.542857142857143,"RIN",0.0619027120103315,0.00316758693609023
"269",0.557142857142857,"RIN",0.062303274166856,0.00281954887218045
"270",0.571428571428571,"RIN",0.0630222453299662,0.00249207001879699
"271",0.585714285714286,"RIN",0.0628029685556175,0.00214990601503759
"272",0.6,"RIN",0.0632344154550886,0.00186501409774436
"273",0.614285714285714,"RIN",0.0647226587509458,0.00163298872180451
"274",0.628571428571429,"RIN",0.0660247592847318,0.00140977443609023
"275",0.642857142857143,"RIN",0.0678285059728359,0.00121739896616541
"276",0.657142857142857,"RIN",0.0686821250366892,0.00103089755639098
"277",0.671428571428571,"RIN",0.0703363914373089,0.000878171992481203
"278",0.685714285714286,"RIN",0.073352435530086,0.00075187969924812
"279",0.7,"RIN",0.0754946199236376,0.000638804041353383
"280",0.714285714285714,"RIN",0.0756861063464837,0.000518385808270677
"281",0.728571428571429,"RIN",0.0775173148641449,0.00042733787593985
"282",0.742857142857143,"RIN",0.0792540792540792,0.000349506578947368
"283",0.757142857142857,"RIN",0.0838627700127065,0.000290765977443609
"284",0.771428571428571,"RIN",0.0852459016393443,0.000229088345864662
"285",0.785714285714286,"RIN",0.0891228070175439,0.000186501409774436
"286",0.8,"RIN",0.0896358543417367,0.000140977443609023
"287",0.814285714285714,"RIN",0.0896969696969697,0.000108670112781955
"288",0.828571428571429,"RIN",0.0966719492868463,8.95794172932331e-05
"289",0.842857142857143,"RIN",0.100436681222707,6.75516917293233e-05
"290",0.857142857142857,"RIN",0.110144927536232,5.58035714285714e-05
"291",0.871428571428571,"RIN",0.114942528735632,4.40554511278195e-05
"292",0.885714285714286,"RIN",0.0969387755102041,2.79017857142857e-05
"293",0.9,"RIN",0.0733333333333333,1.61536654135338e-05
"294",0.914285714285714,"RIN",0.0672268907563025,1.17481203007519e-05
"295",0.928571428571429,"RIN",0.07,1.02796052631579e-05
"296",0.942857142857143,"RIN",0.0617283950617284,7.34257518796992e-06
"297",0.957142857142857,"RIN",0.0535714285714286,4.40554511278196e-06
"298",0.971428571428571,"RIN",0,0
"299",0.985714285714286,"RIN",NA,0
"300",1,"RIN",NA,0
"301",0.3,"gene GC%",0.056382322713258,0.0080562734962406
"302",0.314285714285714,"gene GC%",0.0562051456012212,0.00778606672932331
"303",0.328571428571429,"gene GC%",0.056456285736151,0.00758341165413534
"304",0.342857142857143,"gene GC%",0.0564855681856664,0.0073484492481203
"305",0.357142857142857,"gene GC%",0.057037998059773,0.00716635338345865
"306",0.371428571428571,"gene GC%",0.0573881827883962,0.00694901315789474
"307",0.385714285714286,"gene GC%",0.0578678027629323,0.00674195253759398
"308",0.4,"gene GC%",0.0577931378861746,0.00645852913533835
"309",0.414285714285714,"gene GC%",0.0578106288970558,0.00616776315789474
"310",0.428571428571429,"gene GC%",0.0583539774291219,0.00591517857142857
"311",0.442857142857143,"gene GC%",0.0581482558584483,0.00557888862781955
"312",0.457142857142857,"gene GC%",0.0584346863348475,0.00527050046992481
"313",0.471428571428571,"gene GC%",0.0589838866509237,0.00498854558270677
"314",0.485714285714286,"gene GC%",0.0598325734359818,0.00470218515037594
"315",0.5,"gene GC%",0.0604797928718799,0.00439085996240601
"316",0.514285714285714,"gene GC%",0.060595353767335,0.0040296052631579
"317",0.528571428571429,"gene GC%",0.0605485847680187,0.00365660244360902
"318",0.542857142857143,"gene GC%",0.0611852613910171,0.00331884398496241
"319",0.557142857142857,"gene GC%",0.0613646771485269,0.00295171522556391
"320",0.571428571428571,"gene GC%",0.0618337629763812,0.00260661419172932
"321",0.585714285714286,"gene GC%",0.0633683360258481,0.00230410009398496
"322",0.6,"gene GC%",0.0643288543471136,0.00201773966165414
"323",0.614285714285714,"gene GC%",0.0644273127753304,0.00171816259398496
"324",0.628571428571429,"gene GC%",0.0663451511991658,0.00149494830827068
"325",0.642857142857143,"gene GC%",0.0675602804098298,0.00128788768796992
"326",0.657142857142857,"gene GC%",0.0689496455859339,0.00109991776315789
"327",0.671428571428571,"gene GC%",0.0691872713161104,0.000916353383458647
"328",0.685714285714286,"gene GC%",0.0711978465679677,0.000776844454887218
"329",0.7,"gene GC%",0.0733290071382219,0.000663768796992481
"330",0.714285714285714,"gene GC%",0.0763283108643933,0.000565378289473684
"331",0.728571428571429,"gene GC%",0.0767721363747854,0.000459645206766917
"332",0.742857142857143,"gene GC%",0.0786278081360049,0.000380345394736842
"333",0.757142857142857,"gene GC%",0.0837817063797079,0.000320136278195489
"334",0.771428571428571,"gene GC%",0.0895228726020659,0.000267269736842105
"335",0.785714285714286,"gene GC%",0.0874213836477987,0.000204123590225564
"336",0.8,"gene GC%",0.0875420875420875,0.000152725563909774
"337",0.814285714285714,"gene GC%",0.0902173913043478,0.000121886748120301
"338",0.828571428571429,"gene GC%",0.0951048951048951,9.9859022556391e-05
"339",0.842857142857143,"gene GC%",0.102272727272727,7.92998120300752e-05
"340",0.857142857142857,"gene GC%",0.116625310173697,6.90202067669173e-05
"341",0.871428571428571,"gene GC%",0.124590163934426,5.58035714285714e-05
"342",0.885714285714286,"gene GC%",0.144,5.28665413533835e-05
"343",0.9,"gene GC%",0.111702127659574,3.08388157894737e-05
"344",0.914285714285714,"gene GC%",0.0970149253731343,1.90906954887218e-05
"345",0.928571428571429,"gene GC%",0.0776699029126214,1.17481203007519e-05
"346",0.942857142857143,"gene GC%",0.0540540540540541,5.87406015037594e-06
"347",0.957142857142857,"gene GC%",0.0526315789473684,4.40554511278196e-06
"348",0.971428571428571,"gene GC%",0,0
"349",0.985714285714286,"gene GC%",NA,0
"350",1,"gene GC%",NA,0
"351",0.3,"multi3",0.0562932756497169,0.00798725328947368
"352",0.314285714285714,"multi3",0.0561740188491958,0.00772879464285714
"353",0.328571428571429,"multi3",0.0562125295638304,0.00750411184210526
"354",0.342857142857143,"multi3",0.0562266337882524,0.00726621240601504
"355",0.357142857142857,"multi3",0.0563049025718217,0.00703125
"356",0.371428571428571,"multi3",0.0568017057569296,0.00684621710526316
"357",0.385714285714286,"multi3",0.0573203194321207,0.006640625
"358",0.4,"multi3",0.0574154448737628,0.0063718867481203
"359",0.414285714285714,"multi3",0.058012198502911,0.00614573543233083
"360",0.428571428571429,"multi3",0.058176192422208,0.00585350093984962
"361",0.442857142857143,"multi3",0.0583944989569652,0.00554951832706767
"362",0.457142857142857,"multi3",0.0587424746969374,0.00525875234962406
"363",0.471428571428571,"multi3",0.0590143809189758,0.00494155310150376
"364",0.485714285714286,"multi3",0.0595790426615367,0.0046390390037594
"365",0.5,"multi3",0.0603243994116686,0.00433652490601504
"366",0.514285714285714,"multi3",0.0606391513638795,0.00399582941729323
"367",0.528571428571429,"multi3",0.0607196218188944,0.00364044877819549
"368",0.542857142857143,"multi3",0.0607298474945534,0.00327478853383459
"369",0.557142857142857,"multi3",0.0616264489096859,0.00295905780075188
"370",0.571428571428571,"multi3",0.062033874677633,0.00261395676691729
"371",0.585714285714286,"multi3",0.0630507383414477,0.00230116306390977
"372",0.6,"multi3",0.0637565152643336,0.00201186560150376
"373",0.614285714285714,"multi3",0.0641221374045802,0.00172697368421053
"374",0.628571428571429,"multi3",0.065409128951265,0.00149201127819549
"375",0.642857142857143,"multi3",0.066260007624857,0.00127613956766917
"376",0.657142857142857,"multi3",0.0691760845789282,0.00111460291353383
"377",0.671428571428571,"multi3",0.0695822881448359,0.000936912593984962
"378",0.685714285714286,"multi3",0.0725150799895096,0.000812088815789474
"379",0.7,"multi3",0.0740681490961446,0.000679922462406015
"380",0.714285714285714,"multi3",0.0769532014881535,0.000577126409774436
"381",0.728571428571429,"multi3",0.0755214576840086,0.000462582236842105
"382",0.742857142857143,"multi3",0.0780269058295964,0.00038328242481203
"383",0.757142857142857,"multi3",0.0821815465072843,0.000323073308270677
"384",0.771428571428571,"multi3",0.086413826212194,0.000264332706766917
"385",0.785714285714286,"multi3",0.0896551724137931,0.00020999765037594
"386",0.8,"multi3",0.0880658436213992,0.000157131109022556
"387",0.814285714285714,"multi3",0.0900523560209424,0.000126292293233083
"388",0.828571428571429,"multi3",0.0906630581867388,9.8390507518797e-05
"389",0.842857142857143,"multi3",0.102333931777379,8.37053571428571e-05
"390",0.857142857142857,"multi3",0.115023474178404,7.19572368421053e-05
"391",0.871428571428571,"multi3",0.118343195266272,5.87406015037594e-05
"392",0.885714285714286,"multi3",0.137037037037037,5.43350563909774e-05
"393",0.9,"multi3",0.13265306122449,3.81813909774436e-05
"394",0.914285714285714,"multi3",0.104895104895105,2.20277255639098e-05
"395",0.928571428571429,"multi3",0.0917431192660551,1.46851503759398e-05
"396",0.942857142857143,"multi3",0.0617283950617284,7.34257518796992e-06
"397",0.957142857142857,"multi3",0.0535714285714286,4.40554511278196e-06
"398",0.971428571428571,"multi3",0,0
"399",0.985714285714286,"multi3",NA,0
"400",1,"multi3",NA,0
"401",0.3,"multi7",0.0562233987335202,0.00795347744360902
"402",0.314285714285714,"multi7",0.0562634399974324,0.00772292058270677
"403",0.328571428571429,"multi7",0.0561258807573135,0.00747474154135338
"404",0.342857142857143,"multi7",0.0563248758711793,0.00726327537593985
"405",0.357142857142857,"multi7",0.056676114645936,0.00707677396616541
"406",0.371428571428571,"multi7",0.0570586659523172,0.00688146146616541
"407",0.385714285714286,"multi7",0.0571815067194276,0.00664209351503759
"408",0.4,"multi7",0.0575192125486893,0.00641887922932331
"409",0.414285714285714,"multi7",0.057480130580311,0.0061281132518797
"410",0.428571428571429,"multi7",0.0579321734343537,0.00587259163533835
"411",0.442857142857143,"multi7",0.0579007546306883,0.00557742011278196
"412",0.457142857142857,"multi7",0.0584169634185821,0.00529987077067669
"413",0.471428571428571,"multi7",0.0582155080029039,0.00494595864661654
"414",0.485714285714286,"multi7",0.0591910739191074,0.00467428336466165
"415",0.5,"multi7",0.0601272811226436,0.00439820253759399
"416",0.514285714285714,"multi7",0.060566277186994,0.00406484962406015
